freq : 850.00 MHz
SWR : 6.50
 Theta     Phi     Gain(dB)     Gain     Phase(deg) 
10  320  -5.08        0.31           112.58 
15  320  -1.97        0.64           110.43 
20  320  -0.07        0.98           107.27 
25  320  1.60        1.45           104.97 
30  320  2.32        1.71           100.14 
35  320  2.95        1.97           96.60 
40  320  2.79        1.90           94.94 
45  320  0.83        1.21           76.91 
50  320  0.92        1.24           70.90 
55  320  0.06        1.01           62.57 
60  320  -1.03        0.79           55.58 
65  320  -2.13        0.61           55.09 
70  320  -2.96        0.51           64.06 
75  320  -2.82        0.52           80.10 
80  320  -1.68        0.68           94.51 
85  320  -0.55        0.88           102.62 
90  320  -0.11        0.97           105.11 
95  320  -0.55        0.88           102.71 
100  320  -1.69        0.68           94.69 
105  320  -2.83        0.52           80.37 
110  320  -2.99        0.50           64.38 
115  320  -2.16        0.61           55.42 
120  320  -1.06        0.78           55.93 
125  320  0.03        1.01           62.94 
130  320  0.91        1.23           71.29 
135  320  0.83        1.21           77.33 
140  320  2.80        1.91           95.30 
145  320  2.96        1.98           96.97 
150  320  2.33        1.71           100.57 
155  320  1.62        1.45           105.45 
160  320  -0.04        0.99           107.87 
165  320  -1.94        0.64           111.19 
170  320  -5.02        0.31           113.67 
175  320  -10.88        0.08           115.29 
180  320  -44.87        0.00           175.34 
0  325  -44.87        0.00           4.66 
5  325  -10.99        0.08           113.13 
10  325  -5.08        0.31           112.58 
15  325  -1.97        0.64           110.43 
20  325  -0.07        0.98           107.27 
25  325  1.60        1.45           104.97 
30  325  2.32        1.71           100.14 
35  325  2.95        1.97           96.60 
40  325  2.79        1.90           94.94 
45  325  0.83        1.21           76.91 
50  325  0.92        1.24           70.90 
55  325  0.06        1.01           62.57 
60  325  -1.03        0.79           55.58 
65  325  -2.13        0.61           55.09 
70  325  -2.96        0.51           64.06 
75  325  -2.82        0.52           80.10 
80  325  -1.68        0.68           94.51 
85  325  -0.55        0.88           102.62 
90  325  -0.11        0.97           105.11 
95  325  -0.55        0.88           102.71 
100  325  -1.69        0.68           94.69 
105  325  -2.83        0.52           80.37 
110  325  -2.99        0.50           64.38 
115  325  -2.16        0.61           55.42 
120  325  -1.06        0.78           55.93 
125  325  0.03        1.01           62.94 
130  325  0.91        1.23           71.29 
135  325  0.83        1.21           77.33 
140  325  2.80        1.91           95.30 
145  325  2.96        1.98           96.97 
150  325  2.33        1.71           100.57 
155  325  1.62        1.45           105.45 
160  325  -0.04        0.99           107.87 
165  325  -1.94        0.64           111.19 
170  325  -5.02        0.31           113.67 
175  325  -10.88        0.08           115.29 
180  325  -44.87        0.00           175.34 
0  330  -44.87        0.00           4.66 
5  330  -10.99        0.08           113.13 
10  330  -5.08        0.31           112.58 
15  330  -1.97        0.64           110.43 
20  330  -0.07        0.98           107.27 
25  330  1.60        1.45           104.97 
30  330  2.32        1.71           100.14 
35  330  2.95        1.97           96.60 
40  330  2.79        1.90           94.94 
45  330  0.83        1.21           76.91 
50  330  0.92        1.24           70.90 
55  330  0.06        1.01           62.57 
60  330  -1.03        0.79           55.58 
65  330  -2.13        0.61           55.09 
70  330  -2.96        0.51           64.06 
75  330  -2.82        0.52           80.10 
80  330  -1.68        0.68           94.51 
85  330  -0.55        0.88           102.62 
90  330  -0.11        0.97           105.11 
95  330  -0.55        0.88           102.71 
100  330  -1.69        0.68           94.69 
105  330  -2.83        0.52           80.37 
110  330  -2.99        0.50           64.38 
115  330  -2.16        0.61           55.42 
120  330  -1.06        0.78           55.93 
125  330  0.03        1.01           62.94 
130  330  0.91        1.23           71.29 
135  330  0.83        1.21           77.33 
140  330  2.80        1.91           95.30 
145  330  2.96        1.98           96.97 
150  330  2.33        1.71           100.57 
155  330  1.62        1.45           105.45 
160  330  -0.04        0.99           107.87 
165  330  -1.94        0.64           111.19 
170  330  -5.02        0.31           113.67 
175  330  -10.88        0.08           115.29 
180  330  -44.87        0.00           175.34 
0  335  -44.87        0.00           4.66 
5  335  -10.99        0.08           113.13 
10  335  -5.08        0.31           112.58 
15  335  -1.97        0.64           110.43 
20  335  -0.07        0.98           107.27 
25  335  1.60        1.45           104.97 
30  335  2.32        1.71           100.14 
35  335  2.95        1.97           96.60 
40  335  2.79        1.90           94.94 
45  335  0.83        1.21           76.91 
50  335  0.92        1.24           70.90 
55  335  0.06        1.01           62.57 
60  335  -1.03        0.79           55.58 
65  335  -2.13        0.61           55.09 
70  335  -2.96        0.51           64.06 
75  335  -2.82        0.52           80.10 
80  335  -1.68        0.68           94.51 
85  335  -0.55        0.88           102.62 
90  335  -0.11        0.97           105.11 
95  335  -0.55        0.88           102.71 
100  335  -1.69        0.68           94.69 
105  335  -2.83        0.52           80.37 
110  335  -2.99        0.50           64.38 
115  335  -2.16        0.61           55.42 
120  335  -1.06        0.78           55.93 
125  335  0.03        1.01           62.94 
130  335  0.91        1.23           71.29 
135  335  0.83        1.21           77.33 
140  335  2.80        1.91           95.30 
145  335  2.96        1.98           96.97 
150  335  2.33        1.71           100.57 
155  335  1.62        1.45           105.45 
160  335  -0.04        0.99           107.87 
165  335  -1.94        0.64           111.19 
170  335  -5.02        0.31           113.67 
175  335  -10.88        0.08           115.29 
180  335  -44.87        0.00           175.34 
0  340  -44.87        0.00           4.66 
5  340  -10.99        0.08           113.13 
10  340  -5.08        0.31           112.58 
15  340  -1.97        0.64           110.43 
20  340  -0.07        0.98           107.27 
25  340  1.60        1.45           104.97 
30  340  2.32        1.71           100.14 
35  340  2.95        1.97           96.60 
40  340  2.79        1.90           94.94 
45  340  0.83        1.21           76.91 
50  340  0.92        1.24           70.90 
55  340  0.06        1.01           62.57 
60  340  -1.03        0.79           55.58 
65  340  -2.13        0.61           55.09 
70  340  -2.96        0.51           64.06 
75  340  -2.82        0.52           80.10 
80  340  -1.68        0.68           94.51 
85  340  -0.55        0.88           102.62 
90  340  -0.11        0.97           105.11 
95  340  -0.55        0.88           102.71 
100  340  -1.69        0.68           94.69 
105  340  -2.83        0.52           80.37 
110  340  -2.99        0.50           64.38 
115  340  -2.16        0.61           55.42 
120  340  -1.06        0.78           55.93 
125  340  0.03        1.01           62.94 
130  340  0.91        1.23           71.29 
135  340  0.83        1.21           77.33 
140  340  2.80        1.91           95.30 
145  340  2.96        1.98           96.97 
150  340  2.33        1.71           100.57 
155  340  1.62        1.45           105.45 
160  340  -0.04        0.99           107.87 
165  340  -1.94        0.64           111.19 
170  340  -5.02        0.31           113.67 
175  340  -10.88        0.08           115.29 
180  340  -44.87        0.00           175.34 
0  345  -44.87        0.00           4.66 
5  345  -10.99        0.08           113.13 
10  345  -5.08        0.31           112.58 
15  345  -1.97        0.64           110.43 
20  345  -0.07        0.98           107.27 
25  345  1.60        1.45           104.97 
30  345  2.32        1.71           100.14 
35  345  2.95        1.97           96.60 
40  345  2.79        1.90           94.94 
45  345  0.83        1.21           76.91 
50  345  0.92        1.24           70.90 
55  345  0.06        1.01           62.57 
60  345  -1.03        0.79           55.58 
65  345  -2.13        0.61           55.09 
70  345  -2.96        0.51           64.06 
75  345  -2.82        0.52           80.10 
80  345  -1.68        0.68           94.51 
85  345  -0.55        0.88           102.62 
90  345  -0.11        0.97           105.11 
95  345  -0.55        0.88           102.71 
100  345  -1.69        0.68           94.69 
105  345  -2.83        0.52           80.37 
110  345  -2.99        0.50           64.38 
115  345  -2.16        0.61           55.42 
120  345  -1.06        0.78           55.93 
125  345  0.03        1.01           62.94 
130  345  0.91        1.23           71.29 
135  345  0.83        1.21           77.33 
140  345  2.80        1.91           95.30 
145  345  2.96        1.98           96.97 
150  345  2.33        1.71           100.57 
155  345  1.62        1.45           105.45 
160  345  -0.04        0.99           107.87 
165  345  -1.94        0.64           111.19 
170  345  -5.02        0.31           113.67 
175  345  -10.88        0.08           115.29 
180  345  -44.87        0.00           175.34 
0  350  -44.87        0.00           4.66 
5  350  -10.99        0.08           113.13 
10  350  -5.08        0.31           112.58 
15  350  -1.97        0.64           110.43 
20  350  -0.07        0.98           107.27 
25  350  1.60        1.45           104.97 
30  350  2.32        1.71           100.14 
35  350  2.95        1.97           96.60 
40  350  2.79        1.90           94.94 
45  350  0.83        1.21           76.91 
50  350  0.92        1.24           70.90 
55  350  0.06        1.01           62.57 
60  350  -1.03        0.79           55.58 
65  350  -2.13        0.61           55.09 
70  350  -2.96        0.51           64.06 
75  350  -2.82        0.52           80.10 
80  350  -1.68        0.68           94.51 
85  350  -0.55        0.88           102.62 
90  350  -0.11        0.97           105.11 
95  350  -0.55        0.88           102.71 
100  350  -1.69        0.68           94.69 
105  350  -2.83        0.52           80.37 
110  350  -2.99        0.50           64.38 
115  350  -2.16        0.61           55.42 
120  350  -1.06        0.78           55.93 
125  350  0.03        1.01           62.94 
130  350  0.91        1.23           71.29 
135  350  0.83        1.21           77.33 
140  350  2.80        1.91           95.30 
145  350  2.96        1.98           96.97 
150  350  2.33        1.71           100.57 
155  350  1.62        1.45           105.45 
160  350  -0.04        0.99           107.87 
165  350  -1.94        0.64           111.19 
170  350  -5.02        0.31           113.67 
175  350  -10.88        0.08           115.29 
180  350  -44.87        0.00           175.34 
0  355  -44.87        0.00           4.66 
5  355  -10.99        0.08           113.13 
10  355  -5.08        0.31           112.58 
15  355  -1.97        0.64           110.43 
20  355  -0.07        0.98           107.27 
25  355  1.60        1.45           104.97 
30  355  2.32        1.71           100.14 
35  355  2.95        1.97           96.60 
40  355  2.79        1.90           94.94 
45  355  0.83        1.21           76.91 
50  355  0.92        1.24           70.90 
55  355  0.06        1.01           62.57 
60  355  -1.03        0.79           55.58 
65  355  -2.13        0.61           55.09 
70  355  -2.96        0.51           64.06 
75  355  -2.82        0.52           80.10 
80  355  -1.68        0.68           94.51 
85  355  -0.55        0.88           102.62 
90  355  -0.11        0.97           105.11 
95  355  -0.55        0.88           102.71 
100  355  -1.69        0.68           94.69 
105  355  -2.83        0.52           80.37 
110  355  -2.99        0.50           64.38 
115  355  -2.16        0.61           55.42 
120  355  -1.06        0.78           55.93 
125  355  0.03        1.01           62.94 
130  355  0.91        1.23           71.29 
135  355  0.83        1.21           77.33 
140  355  2.80        1.91           95.30 
145  355  2.96        1.98           96.97 
150  355  2.33        1.71           100.57 
155  355  1.62        1.45           105.45 
160  355  -0.04        0.99           107.87 
165  355  -1.94        0.64           111.19 
170  355  -5.02        0.31           113.67 
175  355  -10.88        0.08           115.29 
180  355  -44.87        0.00           175.34 
