freq : 850.00 MHz
SWR : 6.50
 Theta     Phi     Gain(dB)     Gain     Phase(deg) 
55  105  0.06        1.01           62.57 
60  105  -1.03        0.79           55.58 
65  105  -2.13        0.61           55.09 
70  105  -2.96        0.51           64.06 
75  105  -2.82        0.52           80.10 
80  105  -1.68        0.68           94.51 
85  105  -0.55        0.88           102.62 
90  105  -0.11        0.97           105.11 
95  105  -0.55        0.88           102.71 
100  105  -1.69        0.68           94.69 
105  105  -2.83        0.52           80.37 
110  105  -2.99        0.50           64.38 
115  105  -2.16        0.61           55.42 
120  105  -1.06        0.78           55.93 
125  105  0.03        1.01           62.94 
130  105  0.91        1.23           71.29 
135  105  0.83        1.21           77.33 
140  105  2.80        1.91           95.30 
145  105  2.96        1.98           96.97 
150  105  2.33        1.71           100.57 
155  105  1.62        1.45           105.45 
160  105  -0.04        0.99           107.87 
165  105  -1.94        0.64           111.19 
170  105  -5.02        0.31           113.67 
175  105  -10.88        0.08           115.29 
180  105  -44.87        0.00           175.34 
0  110  -44.87        0.00           4.66 
5  110  -10.99        0.08           113.13 
10  110  -5.08        0.31           112.58 
15  110  -1.97        0.64           110.43 
20  110  -0.07        0.98           107.27 
25  110  1.60        1.45           104.97 
30  110  2.32        1.71           100.14 
35  110  2.95        1.97           96.60 
40  110  2.79        1.90           94.94 
45  110  0.83        1.21           76.91 
50  110  0.92        1.24           70.90 
55  110  0.06        1.01           62.57 
60  110  -1.03        0.79           55.58 
65  110  -2.13        0.61           55.09 
70  110  -2.96        0.51           64.06 
75  110  -2.82        0.52           80.10 
80  110  -1.68        0.68           94.51 
85  110  -0.55        0.88           102.62 
90  110  -0.11        0.97           105.11 
95  110  -0.55        0.88           102.71 
100  110  -1.69        0.68           94.69 
105  110  -2.83        0.52           80.37 
110  110  -2.99        0.50           64.38 
115  110  -2.16        0.61           55.42 
120  110  -1.06        0.78           55.93 
125  110  0.03        1.01           62.94 
130  110  0.91        1.23           71.29 
135  110  0.83        1.21           77.33 
140  110  2.80        1.91           95.30 
145  110  2.96        1.98           96.97 
150  110  2.33        1.71           100.57 
155  110  1.62        1.45           105.45 
160  110  -0.04        0.99           107.87 
165  110  -1.94        0.64           111.19 
170  110  -5.02        0.31           113.67 
175  110  -10.88        0.08           115.29 
180  110  -44.87        0.00           175.34 
0  115  -44.87        0.00           4.66 
5  115  -10.99        0.08           113.13 
10  115  -5.08        0.31           112.58 
15  115  -1.97        0.64           110.43 
20  115  -0.07        0.98           107.27 
25  115  1.60        1.45           104.97 
30  115  2.32        1.71           100.14 
35  115  2.95        1.97           96.60 
40  115  2.79        1.90           94.94 
45  115  0.83        1.21           76.91 
50  115  0.92        1.24           70.90 
55  115  0.06        1.01           62.57 
60  115  -1.03        0.79           55.58 
65  115  -2.13        0.61           55.09 
70  115  -2.96        0.51           64.06 
75  115  -2.82        0.52           80.10 
80  115  -1.68        0.68           94.51 
85  115  -0.55        0.88           102.62 
90  115  -0.11        0.97           105.11 
95  115  -0.55        0.88           102.71 
100  115  -1.69        0.68           94.69 
105  115  -2.83        0.52           80.37 
110  115  -2.99        0.50           64.38 
115  115  -2.16        0.61           55.42 
120  115  -1.06        0.78           55.93 
125  115  0.03        1.01           62.94 
130  115  0.91        1.23           71.29 
135  115  0.83        1.21           77.33 
140  115  2.80        1.91           95.30 
145  115  2.96        1.98           96.97 
150  115  2.33        1.71           100.57 
155  115  1.62        1.45           105.45 
160  115  -0.04        0.99           107.87 
165  115  -1.94        0.64           111.19 
170  115  -5.02        0.31           113.67 
175  115  -10.88        0.08           115.29 
180  115  -44.87        0.00           175.34 
0  120  -44.87        0.00           4.66 
5  120  -10.99        0.08           113.13 
10  120  -5.08        0.31           112.58 
15  120  -1.97        0.64           110.43 
20  120  -0.07        0.98           107.27 
25  120  1.60        1.45           104.97 
30  120  2.32        1.71           100.14 
35  120  2.95        1.97           96.60 
40  120  2.79        1.90           94.94 
45  120  0.83        1.21           76.91 
50  120  0.92        1.24           70.90 
55  120  0.06        1.01           62.57 
60  120  -1.03        0.79           55.58 
65  120  -2.13        0.61           55.09 
70  120  -2.96        0.51           64.06 
75  120  -2.82        0.52           80.10 
80  120  -1.68        0.68           94.51 
85  120  -0.55        0.88           102.62 
90  120  -0.11        0.97           105.11 
95  120  -0.55        0.88           102.71 
100  120  -1.69        0.68           94.69 
105  120  -2.83        0.52           80.37 
110  120  -2.99        0.50           64.38 
115  120  -2.16        0.61           55.42 
120  120  -1.06        0.78           55.93 
125  120  0.03        1.01           62.94 
130  120  0.91        1.23           71.29 
135  120  0.83        1.21           77.33 
140  120  2.80        1.91           95.30 
145  120  2.96        1.98           96.97 
150  120  2.33        1.71           100.57 
155  120  1.62        1.45           105.45 
160  120  -0.04        0.99           107.87 
165  120  -1.94        0.64           111.19 
170  120  -5.02        0.31           113.67 
175  120  -10.88        0.08           115.29 
180  120  -44.87        0.00           175.34 
0  125  -44.87        0.00           4.66 
5  125  -10.99        0.08           113.13 
10  125  -5.08        0.31           112.58 
15  125  -1.97        0.64           110.43 
20  125  -0.07        0.98           107.27 
25  125  1.60        1.45           104.97 
30  125  2.32        1.71           100.14 
35  125  2.95        1.97           96.60 
40  125  2.79        1.90           94.94 
45  125  0.83        1.21           76.91 
50  125  0.92        1.24           70.90 
55  125  0.06        1.01           62.57 
60  125  -1.03        0.79           55.58 
65  125  -2.13        0.61           55.09 
70  125  -2.96        0.51           64.06 
75  125  -2.82        0.52           80.10 
80  125  -1.68        0.68           94.51 
85  125  -0.55        0.88           102.62 
90  125  -0.11        0.97           105.11 
95  125  -0.55        0.88           102.71 
100  125  -1.69        0.68           94.69 
105  125  -2.83        0.52           80.37 
110  125  -2.99        0.50           64.38 
115  125  -2.16        0.61           55.42 
120  125  -1.06        0.78           55.93 
125  125  0.03        1.01           62.94 
130  125  0.91        1.23           71.29 
135  125  0.83        1.21           77.33 
140  125  2.80        1.91           95.30 
145  125  2.96        1.98           96.97 
150  125  2.33        1.71           100.57 
155  125  1.62        1.45           105.45 
160  125  -0.04        0.99           107.87 
165  125  -1.94        0.64           111.19 
170  125  -5.02        0.31           113.67 
175  125  -10.88        0.08           115.29 
180  125  -44.87        0.00           175.34 
0  130  -44.87        0.00           4.66 
5  130  -10.99        0.08           113.13 
10  130  -5.08        0.31           112.58 
15  130  -1.97        0.64           110.43 
20  130  -0.07        0.98           107.27 
25  130  1.60        1.45           104.97 
30  130  2.32        1.71           100.14 
35  130  2.95        1.97           96.60 
40  130  2.79        1.90           94.94 
45  130  0.83        1.21           76.91 
50  130  0.92        1.24           70.90 
55  130  0.06        1.01           62.57 
60  130  -1.03        0.79           55.58 
65  130  -2.13        0.61           55.09 
70  130  -2.96        0.51           64.06 
75  130  -2.82        0.52           80.10 
80  130  -1.68        0.68           94.51 
85  130  -0.55        0.88           102.62 
90  130  -0.11        0.97           105.11 
95  130  -0.55        0.88           102.71 
100  130  -1.69        0.68           94.69 
105  130  -2.83        0.52           80.37 
110  130  -2.99        0.50           64.38 
115  130  -2.16        0.61           55.42 
120  130  -1.06        0.78           55.93 
125  130  0.03        1.01           62.94 
130  130  0.91        1.23           71.29 
135  130  0.83        1.21           77.33 
140  130  2.80        1.91           95.30 
145  130  2.96        1.98           96.97 
150  130  2.33        1.71           100.57 
155  130  1.62        1.45           105.45 
160  130  -0.04        0.99           107.87 
165  130  -1.94        0.64           111.19 
170  130  -5.02        0.31           113.67 
175  130  -10.88        0.08           115.29 
180  130  -44.87        0.00           175.34 
0  135  -44.87        0.00           4.66 
5  135  -10.99        0.08           113.13 
10  135  -5.08        0.31           112.58 
15  135  -1.97        0.64           110.43 
20  135  -0.07        0.98           107.27 
25  135  1.60        1.45           104.97 
30  135  2.32        1.71           100.14 
35  135  2.95        1.97           96.60 
40  135  2.79        1.90           94.94 
45  135  0.83        1.21           76.91 
50  135  0.92        1.24           70.90 
55  135  0.06        1.01           62.57 
60  135  -1.03        0.79           55.58 
65  135  -2.13        0.61           55.09 
70  135  -2.96        0.51           64.06 
75  135  -2.82        0.52           80.10 
80  135  -1.68        0.68           94.51 
85  135  -0.55        0.88           102.62 
90  135  -0.11        0.97           105.11 
95  135  -0.55        0.88           102.71 
100  135  -1.69        0.68           94.69 
105  135  -2.83        0.52           80.37 
110  135  -2.99        0.50           64.38 
115  135  -2.16        0.61           55.42 
120  135  -1.06        0.78           55.93 
125  135  0.03        1.01           62.94 
130  135  0.91        1.23           71.29 
135  135  0.83        1.21           77.33 
140  135  2.80        1.91           95.30 
145  135  2.96        1.98           96.97 
150  135  2.33        1.71           100.57 
155  135  1.62        1.45           105.45 
160  135  -0.04        0.99           107.87 
165  135  -1.94        0.64           111.19 
170  135  -5.02        0.31           113.67 
175  135  -10.88        0.08           115.29 
180  135  -44.87        0.00           175.34 
0  140  -44.87        0.00           4.66 
5  140  -10.99        0.08           113.13 
10  140  -5.08        0.31           112.58 
15  140  -1.97        0.64           110.43 
20  140  -0.07        0.98           107.27 
25  140  1.60        1.45           104.97 
30  140  2.32        1.71           100.14 
35  140  2.95        1.97           96.60 
40  140  2.79        1.90           94.94 
45  140  0.83        1.21           76.91 
50  140  0.92        1.24           70.90 
55  140  0.06        1.01           62.57 
60  140  -1.03        0.79           55.58 
65  140  -2.13        0.61           55.09 
70  140  -2.96        0.51           64.06 
75  140  -2.82        0.52           80.10 
80  140  -1.68        0.68           94.51 
85  140  -0.55        0.88           102.62 
90  140  -0.11        0.97           105.11 
95  140  -0.55        0.88           102.71 
100  140  -1.69        0.68           94.69 
105  140  -2.83        0.52           80.37 
110  140  -2.99        0.50           64.38 
115  140  -2.16        0.61           55.42 
120  140  -1.06        0.78           55.93 
125  140  0.03        1.01           62.94 
130  140  0.91        1.23           71.29 
135  140  0.83        1.21           77.33 
140  140  2.80        1.91           95.30 
145  140  2.96        1.98           96.97 
150  140  2.33        1.71           100.57 
155  140  1.62        1.45           105.45 
160  140  -0.04        0.99           107.87 
165  140  -1.94        0.64           111.19 
170  140  -5.02        0.31           113.67 
175  140  -10.88        0.08           115.29 
180  140  -44.87        0.00           175.34 
0  145  -44.87        0.00           4.66 
5  145  -10.99        0.08           113.13 
10  145  -5.08        0.31           112.58 
15  145  -1.97        0.64           110.43 
20  145  -0.07        0.98           107.27 
25  145  1.60        1.45           104.97 
30  145  2.32        1.71           100.14 
35  145  2.95        1.97           96.60 
40  145  2.79        1.90           94.94 
45  145  0.83        1.21           76.91 
50  145  0.92        1.24           70.90 
55  145  0.06        1.01           62.57 
60  145  -1.03        0.79           55.58 
65  145  -2.13        0.61           55.09 
70  145  -2.96        0.51           64.06 
75  145  -2.82        0.52           80.10 
80  145  -1.68        0.68           94.51 
85  145  -0.55        0.88           102.62 
90  145  -0.11        0.97           105.11 
95  145  -0.55        0.88           102.71 
100  145  -1.69        0.68           94.69 
105  145  -2.83        0.52           80.37 
110  145  -2.99        0.50           64.38 
115  145  -2.16        0.61           55.42 
120  145  -1.06        0.78           55.93 
125  145  0.03        1.01           62.94 
130  145  0.91        1.23           71.29 
135  145  0.83        1.21           77.33 
140  145  2.80        1.91           95.30 
145  145  2.96        1.98           96.97 
150  145  2.33        1.71           100.57 
155  145  1.62        1.45           105.45 
160  145  -0.04        0.99           107.87 
165  145  -1.94        0.64           111.19 
170  145  -5.02        0.31           113.67 
175  145  -10.88        0.08           115.29 
180  145  -44.87        0.00           175.34 
0  150  -44.87        0.00           4.66 
5  150  -10.99        0.08           113.13 
10  150  -5.08        0.31           112.58 
15  150  -1.97        0.64           110.43 
20  150  -0.07        0.98           107.27 
25  150  1.60        1.45           104.97 
30  150  2.32        1.71           100.14 
35  150  2.95        1.97           96.60 
40  150  2.79        1.90           94.94 
45  150  0.83        1.21           76.91 
50  150  0.92        1.24           70.90 
55  150  0.06        1.01           62.57 
60  150  -1.03        0.79           55.58 
65  150  -2.13        0.61           55.09 
70  150  -2.96        0.51           64.06 
75  150  -2.82        0.52           80.10 
80  150  -1.68        0.68           94.51 
85  150  -0.55        0.88           102.62 
90  150  -0.11        0.97           105.11 
95  150  -0.55        0.88           102.71 
100  150  -1.69        0.68           94.69 
105  150  -2.83        0.52           80.37 
110  150  -2.99        0.50           64.38 
115  150  -2.16        0.61           55.42 
120  150  -1.06        0.78           55.93 
125  150  0.03        1.01           62.94 
130  150  0.91        1.23           71.29 
135  150  0.83        1.21           77.33 
140  150  2.80        1.91           95.30 
145  150  2.96        1.98           96.97 
150  150  2.33        1.71           100.57 
155  150  1.62        1.45           105.45 
160  150  -0.04        0.99           107.87 
165  150  -1.94        0.64           111.19 
170  150  -5.02        0.31           113.67 
175  150  -10.88        0.08           115.29 
180  150  -44.87        0.00           175.34 
0  155  -44.87        0.00           4.66 
5  155  -10.99        0.08           113.13 
10  155  -5.08        0.31           112.58 
15  155  -1.97        0.64           110.43 
20  155  -0.07        0.98           107.27 
25  155  1.60        1.45           104.97 
30  155  2.32        1.71           100.14 
35  155  2.95        1.97           96.60 
40  155  2.79        1.90           94.94 
45  155  0.83        1.21           76.91 
50  155  0.92        1.24           70.90 
55  155  0.06        1.01           62.57 
60  155  -1.03        0.79           55.58 
65  155  -2.13        0.61           55.09 
70  155  -2.96        0.51           64.06 
75  155  -2.82        0.52           80.10 
80  155  -1.68        0.68           94.51 
85  155  -0.55        0.88           102.62 
90  155  -0.11        0.97           105.11 
95  155  -0.55        0.88           102.71 
100  155  -1.69        0.68           94.69 
105  155  -2.83        0.52           80.37 
110  155  -2.99        0.50           64.38 
115  155  -2.16        0.61           55.42 
120  155  -1.06        0.78           55.93 
125  155  0.03        1.01           62.94 
130  155  0.91        1.23           71.29 
135  155  0.83        1.21           77.33 
140  155  2.80        1.91           95.30 
145  155  2.96        1.98           96.97 
150  155  2.33        1.71           100.57 
155  155  1.62        1.45           105.45 
160  155  -0.04        0.99           107.87 
165  155  -1.94        0.64           111.19 
170  155  -5.02        0.31           113.67 
175  155  -10.88        0.08           115.29 
180  155  -44.87        0.00           175.34 
0  160  -44.87        0.00           4.66 
5  160  -10.99        0.08           113.13 
10  160  -5.08        0.31           112.58 
15  160  -1.97        0.64           110.43 
20  160  -0.07        0.98           107.27 
25  160  1.60        1.45           104.97 
30  160  2.32        1.71           100.14 
35  160  2.95        1.97           96.60 
40  160  2.79        1.90           94.94 
45  160  0.83        1.21           76.91 
50  160  0.92        1.24           70.90 
55  160  0.06        1.01           62.57 
60  160  -1.03        0.79           55.58 
65  160  -2.13        0.61           55.09 
70  160  -2.96        0.51           64.06 
75  160  -2.82        0.52           80.10 
80  160  -1.68        0.68           94.51 
85  160  -0.55        0.88           102.62 
90  160  -0.11        0.97           105.11 
95  160  -0.55        0.88           102.71 
100  160  -1.69        0.68           94.69 
105  160  -2.83        0.52           80.37 
110  160  -2.99        0.50           64.38 
115  160  -2.16        0.61           55.42 
120  160  -1.06        0.78           55.93 
125  160  0.03        1.01           62.94 
130  160  0.91        1.23           71.29 
135  160  0.83        1.21           77.33 
140  160  2.80        1.91           95.30 
145  160  2.96        1.98           96.97 
150  160  2.33        1.71           100.57 
155  160  1.62        1.45           105.45 
160  160  -0.04        0.99           107.87 
165  160  -1.94        0.64           111.19 
170  160  -5.02        0.31           113.67 
175  160  -10.88        0.08           115.29 
180  160  -44.87        0.00           175.34 
0  165  -44.87        0.00           4.66 
5  165  -10.99        0.08           113.13 
10  165  -5.08        0.31           112.58 
15  165  -1.97        0.64           110.43 
20  165  -0.07        0.98           107.27 
25  165  1.60        1.45           104.97 
30  165  2.32        1.71           100.14 
35  165  2.95        1.97           96.60 
40  165  2.79        1.90           94.94 
45  165  0.83        1.21           76.91 
50  165  0.92        1.24           70.90 
55  165  0.06        1.01           62.57 
60  165  -1.03        0.79           55.58 
65  165  -2.13        0.61           55.09 
70  165  -2.96        0.51           64.06 
75  165  -2.82        0.52           80.10 
80  165  -1.68        0.68           94.51 
85  165  -0.55        0.88           102.62 
90  165  -0.11        0.97           105.11 
95  165  -0.55        0.88           102.71 
100  165  -1.69        0.68           94.69 
105  165  -2.83        0.52           80.37 
110  165  -2.99        0.50           64.38 
115  165  -2.16        0.61           55.42 
120  165  -1.06        0.78           55.93 
125  165  0.03        1.01           62.94 
130  165  0.91        1.23           71.29 
135  165  0.83        1.21           77.33 
140  165  2.80        1.91           95.30 
145  165  2.96        1.98           96.97 
150  165  2.33        1.71           100.57 
155  165  1.62        1.45           105.45 
160  165  -0.04        0.99           107.87 
165  165  -1.94        0.64           111.19 
170  165  -5.02        0.31           113.67 
175  165  -10.88        0.08           115.29 
180  165  -44.87        0.00           175.34 
0  170  -44.87        0.00           4.66 
5  170  -10.99        0.08           113.13 
10  170  -5.08        0.31           112.58 
15  170  -1.97        0.64           110.43 
20  170  -0.07        0.98           107.27 
25  170  1.60        1.45           104.97 
30  170  2.32        1.71           100.14 
35  170  2.95        1.97           96.60 
40  170  2.79        1.90           94.94 
45  170  0.83        1.21           76.91 
50  170  0.92        1.24           70.90 
55  170  0.06        1.01           62.57 
60  170  -1.03        0.79           55.58 
65  170  -2.13        0.61           55.09 
70  170  -2.96        0.51           64.06 
75  170  -2.82        0.52           80.10 
80  170  -1.68        0.68           94.51 
85  170  -0.55        0.88           102.62 
90  170  -0.11        0.97           105.11 
95  170  -0.55        0.88           102.71 
100  170  -1.69        0.68           94.69 
105  170  -2.83        0.52           80.37 
110  170  -2.99        0.50           64.38 
115  170  -2.16        0.61           55.42 
120  170  -1.06        0.78           55.93 
125  170  0.03        1.01           62.94 
130  170  0.91        1.23           71.29 
135  170  0.83        1.21           77.33 
140  170  2.80        1.91           95.30 
145  170  2.96        1.98           96.97 
150  170  2.33        1.71           100.57 
155  170  1.62        1.45           105.45 
160  170  -0.04        0.99           107.87 
165  170  -1.94        0.64           111.19 
170  170  -5.02        0.31           113.67 
175  170  -10.88        0.08           115.29 
180  170  -44.87        0.00           175.34 
0  175  -44.87        0.00           4.66 
5  175  -10.99        0.08           113.13 
10  175  -5.08        0.31           112.58 
15  175  -1.97        0.64           110.43 
20  175  -0.07        0.98           107.27 
25  175  1.60        1.45           104.97 
30  175  2.32        1.71           100.14 
35  175  2.95        1.97           96.60 
40  175  2.79        1.90           94.94 
45  175  0.83        1.21           76.91 
50  175  0.92        1.24           70.90 
55  175  0.06        1.01           62.57 
60  175  -1.03        0.79           55.58 
65  175  -2.13        0.61           55.09 
70  175  -2.96        0.51           64.06 
75  175  -2.82        0.52           80.10 
80  175  -1.68        0.68           94.51 
85  175  -0.55        0.88           102.62 
90  175  -0.11        0.97           105.11 
95  175  -0.55        0.88           102.71 
100  175  -1.69        0.68           94.69 
105  175  -2.83        0.52           80.37 
110  175  -2.99        0.50           64.38 
115  175  -2.16        0.61           55.42 
120  175  -1.06        0.78           55.93 
125  175  0.03        1.01           62.94 
130  175  0.91        1.23           71.29 
135  175  0.83        1.21           77.33 
140  175  2.80        1.91           95.30 
145  175  2.96        1.98           96.97 
150  175  2.33        1.71           100.57 
155  175  1.62        1.45           105.45 
160  175  -0.04        0.99           107.87 
165  175  -1.94        0.64           111.19 
170  175  -5.02        0.31           113.67 
175  175  -10.88        0.08           115.29 
180  175  -44.87        0.00           175.34 
0  180  -44.87        0.00           4.66 
5  180  -10.99        0.08           113.13 
10  180  -5.08        0.31           112.58 
15  180  -1.97        0.64           110.43 
20  180  -0.07        0.98           107.27 
25  180  1.60        1.45           104.97 
30  180  2.32        1.71           100.14 
35  180  2.95        1.97           96.60 
40  180  2.79        1.90           94.94 
45  180  0.83        1.21           76.91 
50  180  0.92        1.24           70.90 
55  180  0.06        1.01           62.57 
60  180  -1.03        0.79           55.58 
65  180  -2.13        0.61           55.09 
70  180  -2.96        0.51           64.06 
75  180  -2.82        0.52           80.10 
80  180  -1.68        0.68           94.51 
85  180  -0.55        0.88           102.62 
90  180  -0.11        0.97           105.11 
95  180  -0.55        0.88           102.71 
100  180  -1.69        0.68           94.69 
105  180  -2.83        0.52           80.37 
110  180  -2.99        0.50           64.38 
115  180  -2.16        0.61           55.42 
120  180  -1.06        0.78           55.93 
125  180  0.03        1.01           62.94 
130  180  0.91        1.23           71.29 
135  180  0.83        1.21           77.33 
140  180  2.80        1.91           95.30 
145  180  2.96        1.98           96.97 
150  180  2.33        1.71           100.57 
155  180  1.62        1.45           105.45 
160  180  -0.04        0.99           107.87 
165  180  -1.94        0.64           111.19 
170  180  -5.02        0.31           113.67 
175  180  -10.88        0.08           115.29 
180  180  -44.87        0.00           175.34 
0  185  -44.87        0.00           4.66 
5  185  -10.99        0.08           113.13 
10  185  -5.08        0.31           112.58 
15  185  -1.97        0.64           110.43 
20  185  -0.07        0.98           107.27 
25  185  1.60        1.45           104.97 
30  185  2.32        1.71           100.14 
35  185  2.95        1.97           96.60 
40  185  2.79        1.90           94.94 
45  185  0.83        1.21           76.91 
50  185  0.92        1.24           70.90 
55  185  0.06        1.01           62.57 
60  185  -1.03        0.79           55.58 
65  185  -2.13        0.61           55.09 
70  185  -2.96        0.51           64.06 
75  185  -2.82        0.52           80.10 
80  185  -1.68        0.68           94.51 
85  185  -0.55        0.88           102.62 
90  185  -0.11        0.97           105.11 
95  185  -0.55        0.88           102.71 
100  185  -1.69        0.68           94.69 
105  185  -2.83        0.52           80.37 
110  185  -2.99        0.50           64.38 
115  185  -2.16        0.61           55.42 
120  185  -1.06        0.78           55.93 
125  185  0.03        1.01           62.94 
130  185  0.91        1.23           71.29 
135  185  0.83        1.21           77.33 
140  185  2.80        1.91           95.30 
145  185  2.96        1.98           96.97 
150  185  2.33        1.71           100.57 
155  185  1.62        1.45           105.45 
160  185  -0.04        0.99           107.87 
165  185  -1.94        0.64           111.19 
170  185  -5.02        0.31           113.67 
175  185  -10.88        0.08           115.29 
180  185  -44.87        0.00           175.34 
0  190  -44.87        0.00           4.66 
5  190  -10.99        0.08           113.13 
10  190  -5.08        0.31           112.58 
15  190  -1.97        0.64           110.43 
20  190  -0.07        0.98           107.27 
25  190  1.60        1.45           104.97 
30  190  2.32        1.71           100.14 
35  190  2.95        1.97           96.60 
40  190  2.79        1.90           94.94 
45  190  0.83        1.21           76.91 
50  190  0.92        1.24           70.90 
55  190  0.06        1.01           62.57 
60  190  -1.03        0.79           55.58 
65  190  -2.13        0.61           55.09 
70  190  -2.96        0.51           64.06 
75  190  -2.82        0.52           80.10 
80  190  -1.68        0.68           94.51 
85  190  -0.55        0.88           102.62 
90  190  -0.11        0.97           105.11 
95  190  -0.55        0.88           102.71 
100  190  -1.69        0.68           94.69 
105  190  -2.83        0.52           80.37 
110  190  -2.99        0.50           64.38 
115  190  -2.16        0.61           55.42 
120  190  -1.06        0.78           55.93 
125  190  0.03        1.01           62.94 
130  190  0.91        1.23           71.29 
135  190  0.83        1.21           77.33 
140  190  2.80        1.91           95.30 
145  190  2.96        1.98           96.97 
150  190  2.33        1.71           100.57 
155  190  1.62        1.45           105.45 
160  190  -0.04        0.99           107.87 
165  190  -1.94        0.64           111.19 
170  190  -5.02        0.31           113.67 
175  190  -10.88        0.08           115.29 
180  190  -44.87        0.00           175.34 
0  195  -44.87        0.00           4.66 
5  195  -10.99        0.08           113.13 
10  195  -5.08        0.31           112.58 
15  195  -1.97        0.64           110.43 
20  195  -0.07        0.98           107.27 
25  195  1.60        1.45           104.97 
30  195  2.32        1.71           100.14 
35  195  2.95        1.97           96.60 
40  195  2.79        1.90           94.94 
45  195  0.83        1.21           76.91 
50  195  0.92        1.24           70.90 
55  195  0.06        1.01           62.57 
60  195  -1.03        0.79           55.58 
65  195  -2.13        0.61           55.09 
70  195  -2.96        0.51           64.06 
75  195  -2.82        0.52           80.10 
80  195  -1.68        0.68           94.51 
85  195  -0.55        0.88           102.62 
90  195  -0.11        0.97           105.11 
95  195  -0.55        0.88           102.71 
100  195  -1.69        0.68           94.69 
105  195  -2.83        0.52           80.37 
110  195  -2.99        0.50           64.38 
115  195  -2.16        0.61           55.42 
120  195  -1.06        0.78           55.93 
125  195  0.03        1.01           62.94 
130  195  0.91        1.23           71.29 
135  195  0.83        1.21           77.33 
140  195  2.80        1.91           95.30 
145  195  2.96        1.98           96.97 
150  195  2.33        1.71           100.57 
155  195  1.62        1.45           105.45 
160  195  -0.04        0.99           107.87 
165  195  -1.94        0.64           111.19 
170  195  -5.02        0.31           113.67 
175  195  -10.88        0.08           115.29 
180  195  -44.87        0.00           175.34 
0  200  -44.87        0.00           4.66 
5  200  -10.99        0.08           113.13 
10  200  -5.08        0.31           112.58 
15  200  -1.97        0.64           110.43 
20  200  -0.07        0.98           107.27 
25  200  1.60        1.45           104.97 
30  200  2.32        1.71           100.14 
35  200  2.95        1.97           96.60 
40  200  2.79        1.90           94.94 
45  200  0.83        1.21           76.91 
50  200  0.92        1.24           70.90 
55  200  0.06        1.01           62.57 
60  200  -1.03        0.79           55.58 
65  200  -2.13        0.61           55.09 
70  200  -2.96        0.51           64.06 
75  200  -2.82        0.52           80.10 
80  200  -1.68        0.68           94.51 
85  200  -0.55        0.88           102.62 
90  200  -0.11        0.97           105.11 
95  200  -0.55        0.88           102.71 
100  200  -1.69        0.68           94.69 
105  200  -2.83        0.52           80.37 
110  200  -2.99        0.50           64.38 
115  200  -2.16        0.61           55.42 
120  200  -1.06        0.78           55.93 
125  200  0.03        1.01           62.94 
130  200  0.91        1.23           71.29 
135  200  0.83        1.21           77.33 
140  200  2.80        1.91           95.30 
145  200  2.96        1.98           96.97 
150  200  2.33        1.71           100.57 
155  200  1.62        1.45           105.45 
160  200  -0.04        0.99           107.87 
165  200  -1.94        0.64           111.19 
170  200  -5.02        0.31           113.67 
175  200  -10.88        0.08           115.29 
180  200  -44.87        0.00           175.34 
0  205  -44.87        0.00           4.66 
5  205  -10.99        0.08           113.13 
10  205  -5.08        0.31           112.58 
15  205  -1.97        0.64           110.43 
20  205  -0.07        0.98           107.27 
25  205  1.60        1.45           104.97 
30  205  2.32        1.71           100.14 
35  205  2.95        1.97           96.60 
40  205  2.79        1.90           94.94 
45  205  0.83        1.21           76.91 
50  205  0.92        1.24           70.90 
55  205  0.06        1.01           62.57 
60  205  -1.03        0.79           55.58 
65  205  -2.13        0.61           55.09 
70  205  -2.96        0.51           64.06 
75  205  -2.82        0.52           80.10 
80  205  -1.68        0.68           94.51 
85  205  -0.55        0.88           102.62 
90  205  -0.11        0.97           105.11 
95  205  -0.55        0.88           102.71 
100  205  -1.69        0.68           94.69 
105  205  -2.83        0.52           80.37 
110  205  -2.99        0.50           64.38 
115  205  -2.16        0.61           55.42 
120  205  -1.06        0.78           55.93 
125  205  0.03        1.01           62.94 
130  205  0.91        1.23           71.29 
135  205  0.83        1.21           77.33 
140  205  2.80        1.91           95.30 
145  205  2.96        1.98           96.97 
150  205  2.33        1.71           100.57 
155  205  1.62        1.45           105.45 
160  205  -0.04        0.99           107.87 
165  205  -1.94        0.64           111.19 
170  205  -5.02        0.31           113.67 
175  205  -10.88        0.08           115.29 
180  205  -44.87        0.00           175.34 
0  210  -44.87        0.00           4.66 
5  210  -10.99        0.08           113.13 
10  210  -5.08        0.31           112.58 
15  210  -1.97        0.64           110.43 
20  210  -0.07        0.98           107.27 
25  210  1.60        1.45           104.97 
30  210  2.32        1.71           100.14 
35  210  2.95        1.97           96.60 
40  210  2.79        1.90           94.94 
45  210  0.83        1.21           76.91 
50  210  0.92        1.24           70.90 
55  210  0.06        1.01           62.57 
60  210  -1.03        0.79           55.58 
65  210  -2.13        0.61           55.09 
70  210  -2.96        0.51           64.06 
75  210  -2.82        0.52           80.10 
80  210  -1.68        0.68           94.51 
85  210  -0.55        0.88           102.62 
90  210  -0.11        0.97           105.11 
95  210  -0.55        0.88           102.71 
100  210  -1.69        0.68           94.69 
105  210  -2.83        0.52           80.37 
110  210  -2.99        0.50           64.38 
115  210  -2.16        0.61           55.42 
120  210  -1.06        0.78           55.93 
