freq : 833.33 MHz
SWR : 6.24
 Theta     Phi     Gain(dB)     Gain     Phase(deg) 
70  105  -2.42        0.57           68.42 
75  105  -2.72        0.53           84.10 
80  105  -1.96        0.64           99.91 
85  105  -0.97        0.80           109.45 
90  105  -0.56        0.88           112.43 
95  105  -0.97        0.80           109.53 
100  105  -1.96        0.64           100.09 
105  105  -2.73        0.53           84.37 
110  105  -2.45        0.57           68.72 
115  105  -1.48        0.71           60.70 
120  105  -0.54        0.88           60.79 
125  105  0.23        1.05           66.69 
130  105  1.10        1.29           76.24 
135  105  1.75        1.50           85.43 
140  105  0.72        1.18           92.55 
145  105  1.85        1.53           106.03 
150  105  2.96        1.98           110.27 
155  105  1.17        1.31           112.77 
160  105  0.18        1.04           116.44 
165  105  -1.71        0.67           119.17 
170  105  -5.21        0.30           121.28 
175  105  -11.21        0.08           123.03 
180  105  -45.01        0.00           175.29 
0  110  -45.01        0.00           4.71 
5  110  -11.37        0.07           120.94 
10  110  -5.29        0.30           120.24 
15  110  -1.76        0.67           118.48 
20  110  0.15        1.04           115.89 
25  110  1.14        1.30           112.29 
30  110  2.94        1.97           109.89 
35  110  1.83        1.52           105.62 
40  110  0.72        1.18           92.09 
45  110  1.75        1.50           85.05 
50  110  1.11        1.29           75.86 
55  110  0.25        1.06           66.33 
60  110  -0.51        0.89           60.46 
65  110  -1.45        0.72           60.38 
70  110  -2.42        0.57           68.42 
75  110  -2.72        0.53           84.10 
80  110  -1.96        0.64           99.91 
85  110  -0.97        0.80           109.45 
90  110  -0.56        0.88           112.43 
95  110  -0.97        0.80           109.53 
100  110  -1.96        0.64           100.09 
105  110  -2.73        0.53           84.37 
110  110  -2.45        0.57           68.72 
115  110  -1.48        0.71           60.70 
120  110  -0.54        0.88           60.79 
125  110  0.23        1.05           66.69 
130  110  1.10        1.29           76.24 
135  110  1.75        1.50           85.43 
140  110  0.72        1.18           92.55 
145  110  1.85        1.53           106.03 
150  110  2.96        1.98           110.27 
155  110  1.17        1.31           112.77 
160  110  0.18        1.04           116.44 
165  110  -1.71        0.67           119.17 
170  110  -5.21        0.30           121.28 
175  110  -11.21        0.08           123.03 
180  110  -45.01        0.00           175.29 
0  115  -45.01        0.00           4.71 
5  115  -11.37        0.07           120.94 
10  115  -5.29        0.30           120.24 
15  115  -1.76        0.67           118.48 
20  115  0.15        1.04           115.89 
25  115  1.14        1.30           112.29 
30  115  2.94        1.97           109.89 
35  115  1.83        1.52           105.62 
40  115  0.72        1.18           92.09 
45  115  1.75        1.50           85.05 
50  115  1.11        1.29           75.86 
55  115  0.25        1.06           66.33 
60  115  -0.51        0.89           60.46 
65  115  -1.45        0.72           60.38 
70  115  -2.42        0.57           68.42 
75  115  -2.72        0.53           84.10 
80  115  -1.96        0.64           99.91 
85  115  -0.97        0.80           109.45 
90  115  -0.56        0.88           112.43 
95  115  -0.97        0.80           109.53 
100  115  -1.96        0.64           100.09 
105  115  -2.73        0.53           84.37 
110  115  -2.45        0.57           68.72 
115  115  -1.48        0.71           60.70 
120  115  -0.54        0.88           60.79 
125  115  0.23        1.05           66.69 
130  115  1.10        1.29           76.24 
135  115  1.75        1.50           85.43 
140  115  0.72        1.18           92.55 
145  115  1.85        1.53           106.03 
150  115  2.96        1.98           110.27 
155  115  1.17        1.31           112.77 
160  115  0.18        1.04           116.44 
165  115  -1.71        0.67           119.17 
170  115  -5.21        0.30           121.28 
175  115  -11.21        0.08           123.03 
180  115  -45.01        0.00           175.29 
0  120  -45.01        0.00           4.71 
5  120  -11.37        0.07           120.94 
10  120  -5.29        0.30           120.24 
15  120  -1.76        0.67           118.48 
20  120  0.15        1.04           115.89 
25  120  1.14        1.30           112.29 
30  120  2.94        1.97           109.89 
35  120  1.83        1.52           105.62 
40  120  0.72        1.18           92.09 
45  120  1.75        1.50           85.05 
50  120  1.11        1.29           75.86 
55  120  0.25        1.06           66.33 
60  120  -0.51        0.89           60.46 
65  120  -1.45        0.72           60.38 
70  120  -2.42        0.57           68.42 
75  120  -2.72        0.53           84.10 
80  120  -1.96        0.64           99.91 
85  120  -0.97        0.80           109.45 
90  120  -0.56        0.88           112.43 
95  120  -0.97        0.80           109.53 
100  120  -1.96        0.64           100.09 
105  120  -2.73        0.53           84.37 
110  120  -2.45        0.57           68.72 
115  120  -1.48        0.71           60.70 
120  120  -0.54        0.88           60.79 
125  120  0.23        1.05           66.69 
130  120  1.10        1.29           76.24 
135  120  1.75        1.50           85.43 
140  120  0.72        1.18           92.55 
145  120  1.85        1.53           106.03 
150  120  2.96        1.98           110.27 
155  120  1.17        1.31           112.77 
160  120  0.18        1.04           116.44 
165  120  -1.71        0.67           119.17 
170  120  -5.21        0.30           121.28 
175  120  -11.21        0.08           123.03 
180  120  -45.01        0.00           175.29 
0  125  -45.01        0.00           4.71 
5  125  -11.37        0.07           120.94 
10  125  -5.29        0.30           120.24 
15  125  -1.76        0.67           118.48 
20  125  0.15        1.04           115.89 
25  125  1.14        1.30           112.29 
30  125  2.94        1.97           109.89 
35  125  1.83        1.52           105.62 
40  125  0.72        1.18           92.09 
45  125  1.75        1.50           85.05 
50  125  1.11        1.29           75.86 
55  125  0.25        1.06           66.33 
60  125  -0.51        0.89           60.46 
65  125  -1.45        0.72           60.38 
70  125  -2.42        0.57           68.42 
75  125  -2.72        0.53           84.10 
80  125  -1.96        0.64           99.91 
85  125  -0.97        0.80           109.45 
90  125  -0.56        0.88           112.43 
95  125  -0.97        0.80           109.53 
100  125  -1.96        0.64           100.09 
105  125  -2.73        0.53           84.37 
110  125  -2.45        0.57           68.72 
115  125  -1.48        0.71           60.70 
120  125  -0.54        0.88           60.79 
125  125  0.23        1.05           66.69 
130  125  1.10        1.29           76.24 
135  125  1.75        1.50           85.43 
140  125  0.72        1.18           92.55 
145  125  1.85        1.53           106.03 
150  125  2.96        1.98           110.27 
155  125  1.17        1.31           112.77 
160  125  0.18        1.04           116.44 
165  125  -1.71        0.67           119.17 
170  125  -5.21        0.30           121.28 
175  125  -11.21        0.08           123.03 
180  125  -45.01        0.00           175.29 
0  130  -45.01        0.00           4.71 
5  130  -11.37        0.07           120.94 
10  130  -5.29        0.30           120.24 
15  130  -1.76        0.67           118.48 
20  130  0.15        1.04           115.89 
25  130  1.14        1.30           112.29 
30  130  2.94        1.97           109.89 
35  130  1.83        1.52           105.62 
40  130  0.72        1.18           92.09 
45  130  1.75        1.50           85.05 
50  130  1.11        1.29           75.86 
55  130  0.25        1.06           66.33 
60  130  -0.51        0.89           60.46 
65  130  -1.45        0.72           60.38 
70  130  -2.42        0.57           68.42 
75  130  -2.72        0.53           84.10 
80  130  -1.96        0.64           99.91 
85  130  -0.97        0.80           109.45 
90  130  -0.56        0.88           112.43 
95  130  -0.97        0.80           109.53 
100  130  -1.96        0.64           100.09 
105  130  -2.73        0.53           84.37 
110  130  -2.45        0.57           68.72 
115  130  -1.48        0.71           60.70 
120  130  -0.54        0.88           60.79 
125  130  0.23        1.05           66.69 
130  130  1.10        1.29           76.24 
135  130  1.75        1.50           85.43 
140  130  0.72        1.18           92.55 
145  130  1.85        1.53           106.03 
150  130  2.96        1.98           110.27 
155  130  1.17        1.31           112.77 
160  130  0.18        1.04           116.44 
165  130  -1.71        0.67           119.17 
170  130  -5.21        0.30           121.28 
175  130  -11.21        0.08           123.03 
180  130  -45.01        0.00           175.29 
0  135  -45.01        0.00           4.71 
5  135  -11.37        0.07           120.94 
10  135  -5.29        0.30           120.24 
15  135  -1.76        0.67           118.48 
20  135  0.15        1.04           115.89 
25  135  1.14        1.30           112.29 
30  135  2.94        1.97           109.89 
35  135  1.83        1.52           105.62 
40  135  0.72        1.18           92.09 
45  135  1.75        1.50           85.05 
50  135  1.11        1.29           75.86 
55  135  0.25        1.06           66.33 
60  135  -0.51        0.89           60.46 
65  135  -1.45        0.72           60.38 
70  135  -2.42        0.57           68.42 
75  135  -2.72        0.53           84.10 
80  135  -1.96        0.64           99.91 
85  135  -0.97        0.80           109.45 
90  135  -0.56        0.88           112.43 
95  135  -0.97        0.80           109.53 
100  135  -1.96        0.64           100.09 
105  135  -2.73        0.53           84.37 
110  135  -2.45        0.57           68.72 
115  135  -1.48        0.71           60.70 
120  135  -0.54        0.88           60.79 
125  135  0.23        1.05           66.69 
130  135  1.10        1.29           76.24 
135  135  1.75        1.50           85.43 
140  135  0.72        1.18           92.55 
145  135  1.85        1.53           106.03 
150  135  2.96        1.98           110.27 
155  135  1.17        1.31           112.77 
160  135  0.18        1.04           116.44 
165  135  -1.71        0.67           119.17 
170  135  -5.21        0.30           121.28 
175  135  -11.21        0.08           123.03 
180  135  -45.01        0.00           175.29 
0  140  -45.01        0.00           4.71 
5  140  -11.37        0.07           120.94 
10  140  -5.29        0.30           120.24 
15  140  -1.76        0.67           118.48 
20  140  0.15        1.04           115.89 
25  140  1.14        1.30           112.29 
30  140  2.94        1.97           109.89 
35  140  1.83        1.52           105.62 
40  140  0.72        1.18           92.09 
45  140  1.75        1.50           85.05 
50  140  1.11        1.29           75.86 
55  140  0.25        1.06           66.33 
60  140  -0.51        0.89           60.46 
65  140  -1.45        0.72           60.38 
70  140  -2.42        0.57           68.42 
75  140  -2.72        0.53           84.10 
80  140  -1.96        0.64           99.91 
85  140  -0.97        0.80           109.45 
90  140  -0.56        0.88           112.43 
95  140  -0.97        0.80           109.53 
100  140  -1.96        0.64           100.09 
105  140  -2.73        0.53           84.37 
110  140  -2.45        0.57           68.72 
115  140  -1.48        0.71           60.70 
120  140  -0.54        0.88           60.79 
125  140  0.23        1.05           66.69 
130  140  1.10        1.29           76.24 
135  140  1.75        1.50           85.43 
140  140  0.72        1.18           92.55 
145  140  1.85        1.53           106.03 
150  140  2.96        1.98           110.27 
155  140  1.17        1.31           112.77 
160  140  0.18        1.04           116.44 
165  140  -1.71        0.67           119.17 
170  140  -5.21        0.30           121.28 
175  140  -11.21        0.08           123.03 
180  140  -45.01        0.00           175.29 
0  145  -45.01        0.00           4.71 
5  145  -11.37        0.07           120.94 
10  145  -5.29        0.30           120.24 
15  145  -1.76        0.67           118.48 
20  145  0.15        1.04           115.89 
25  145  1.14        1.30           112.29 
30  145  2.94        1.97           109.89 
35  145  1.83        1.52           105.62 
40  145  0.72        1.18           92.09 
45  145  1.75        1.50           85.05 
50  145  1.11        1.29           75.86 
55  145  0.25        1.06           66.33 
60  145  -0.51        0.89           60.46 
65  145  -1.45        0.72           60.38 
70  145  -2.42        0.57           68.42 
75  145  -2.72        0.53           84.10 
80  145  -1.96        0.64           99.91 
85  145  -0.97        0.80           109.45 
90  145  -0.56        0.88           112.43 
95  145  -0.97        0.80           109.53 
100  145  -1.96        0.64           100.09 
105  145  -2.73        0.53           84.37 
110  145  -2.45        0.57           68.72 
115  145  -1.48        0.71           60.70 
120  145  -0.54        0.88           60.79 
125  145  0.23        1.05           66.69 
130  145  1.10        1.29           76.24 
135  145  1.75        1.50           85.43 
140  145  0.72        1.18           92.55 
145  145  1.85        1.53           106.03 
150  145  2.96        1.98           110.27 
155  145  1.17        1.31           112.77 
160  145  0.18        1.04           116.44 
165  145  -1.71        0.67           119.17 
170  145  -5.21        0.30           121.28 
175  145  -11.21        0.08           123.03 
180  145  -45.01        0.00           175.29 
0  150  -45.01        0.00           4.71 
5  150  -11.37        0.07           120.94 
10  150  -5.29        0.30           120.24 
15  150  -1.76        0.67           118.48 
20  150  0.15        1.04           115.89 
25  150  1.14        1.30           112.29 
30  150  2.94        1.97           109.89 
35  150  1.83        1.52           105.62 
40  150  0.72        1.18           92.09 
45  150  1.75        1.50           85.05 
50  150  1.11        1.29           75.86 
55  150  0.25        1.06           66.33 
60  150  -0.51        0.89           60.46 
65  150  -1.45        0.72           60.38 
70  150  -2.42        0.57           68.42 
75  150  -2.72        0.53           84.10 
80  150  -1.96        0.64           99.91 
85  150  -0.97        0.80           109.45 
90  150  -0.56        0.88           112.43 
95  150  -0.97        0.80           109.53 
100  150  -1.96        0.64           100.09 
105  150  -2.73        0.53           84.37 
110  150  -2.45        0.57           68.72 
115  150  -1.48        0.71           60.70 
120  150  -0.54        0.88           60.79 
125  150  0.23        1.05           66.69 
130  150  1.10        1.29           76.24 
135  150  1.75        1.50           85.43 
140  150  0.72        1.18           92.55 
145  150  1.85        1.53           106.03 
150  150  2.96        1.98           110.27 
155  150  1.17        1.31           112.77 
160  150  0.18        1.04           116.44 
165  150  -1.71        0.67           119.17 
170  150  -5.21        0.30           121.28 
175  150  -11.21        0.08           123.03 
180  150  -45.01        0.00           175.29 
0  155  -45.01        0.00           4.71 
5  155  -11.37        0.07           120.94 
10  155  -5.29        0.30           120.24 
15  155  -1.76        0.67           118.48 
20  155  0.15        1.04           115.89 
25  155  1.14        1.30           112.29 
30  155  2.94        1.97           109.89 
35  155  1.83        1.52           105.62 
40  155  0.72        1.18           92.09 
45  155  1.75        1.50           85.05 
50  155  1.11        1.29           75.86 
55  155  0.25        1.06           66.33 
60  155  -0.51        0.89           60.46 
65  155  -1.45        0.72           60.38 
70  155  -2.42        0.57           68.42 
75  155  -2.72        0.53           84.10 
80  155  -1.96        0.64           99.91 
85  155  -0.97        0.80           109.45 
90  155  -0.56        0.88           112.43 
95  155  -0.97        0.80           109.53 
100  155  -1.96        0.64           100.09 
105  155  -2.73        0.53           84.37 
110  155  -2.45        0.57           68.72 
115  155  -1.48        0.71           60.70 
120  155  -0.54        0.88           60.79 
125  155  0.23        1.05           66.69 
130  155  1.10        1.29           76.24 
135  155  1.75        1.50           85.43 
140  155  0.72        1.18           92.55 
145  155  1.85        1.53           106.03 
150  155  2.96        1.98           110.27 
155  155  1.17        1.31           112.77 
160  155  0.18        1.04           116.44 
165  155  -1.71        0.67           119.17 
170  155  -5.21        0.30           121.28 
175  155  -11.21        0.08           123.03 
180  155  -45.01        0.00           175.29 
0  160  -45.01        0.00           4.71 
5  160  -11.37        0.07           120.94 
10  160  -5.29        0.30           120.24 
15  160  -1.76        0.67           118.48 
20  160  0.15        1.04           115.89 
25  160  1.14        1.30           112.29 
30  160  2.94        1.97           109.89 
35  160  1.83        1.52           105.62 
40  160  0.72        1.18           92.09 
45  160  1.75        1.50           85.05 
50  160  1.11        1.29           75.86 
55  160  0.25        1.06           66.33 
60  160  -0.51        0.89           60.46 
65  160  -1.45        0.72           60.38 
70  160  -2.42        0.57           68.42 
75  160  -2.72        0.53           84.10 
80  160  -1.96        0.64           99.91 
85  160  -0.97        0.80           109.45 
90  160  -0.56        0.88           112.43 
95  160  -0.97        0.80           109.53 
100  160  -1.96        0.64           100.09 
105  160  -2.73        0.53           84.37 
110  160  -2.45        0.57           68.72 
115  160  -1.48        0.71           60.70 
120  160  -0.54        0.88           60.79 
125  160  0.23        1.05           66.69 
130  160  1.10        1.29           76.24 
135  160  1.75        1.50           85.43 
140  160  0.72        1.18           92.55 
145  160  1.85        1.53           106.03 
150  160  2.96        1.98           110.27 
155  160  1.17        1.31           112.77 
160  160  0.18        1.04           116.44 
165  160  -1.71        0.67           119.17 
170  160  -5.21        0.30           121.28 
175  160  -11.21        0.08           123.03 
180  160  -45.01        0.00           175.29 
0  165  -45.01        0.00           4.71 
5  165  -11.37        0.07           120.94 
10  165  -5.29        0.30           120.24 
15  165  -1.76        0.67           118.48 
20  165  0.15        1.04           115.89 
25  165  1.14        1.30           112.29 
30  165  2.94        1.97           109.89 
35  165  1.83        1.52           105.62 
40  165  0.72        1.18           92.09 
45  165  1.75        1.50           85.05 
50  165  1.11        1.29           75.86 
55  165  0.25        1.06           66.33 
60  165  -0.51        0.89           60.46 
65  165  -1.45        0.72           60.38 
70  165  -2.42        0.57           68.42 
75  165  -2.72        0.53           84.10 
80  165  -1.96        0.64           99.91 
85  165  -0.97        0.80           109.45 
90  165  -0.56        0.88           112.43 
95  165  -0.97        0.80           109.53 
100  165  -1.96        0.64           100.09 
105  165  -2.73        0.53           84.37 
110  165  -2.45        0.57           68.72 
115  165  -1.48        0.71           60.70 
120  165  -0.54        0.88           60.79 
125  165  0.23        1.05           66.69 
130  165  1.10        1.29           76.24 
135  165  1.75        1.50           85.43 
140  165  0.72        1.18           92.55 
145  165  1.85        1.53           106.03 
150  165  2.96        1.98           110.27 
155  165  1.17        1.31           112.77 
160  165  0.18        1.04           116.44 
165  165  -1.71        0.67           119.17 
170  165  -5.21        0.30           121.28 
175  165  -11.21        0.08           123.03 
180  165  -45.01        0.00           175.29 
0  170  -45.01        0.00           4.71 
5  170  -11.37        0.07           120.94 
10  170  -5.29        0.30           120.24 
15  170  -1.76        0.67           118.48 
20  170  0.15        1.04           115.89 
25  170  1.14        1.30           112.29 
30  170  2.94        1.97           109.89 
35  170  1.83        1.52           105.62 
40  170  0.72        1.18           92.09 
45  170  1.75        1.50           85.05 
50  170  1.11        1.29           75.86 
55  170  0.25        1.06           66.33 
60  170  -0.51        0.89           60.46 
65  170  -1.45        0.72           60.38 
70  170  -2.42        0.57           68.42 
75  170  -2.72        0.53           84.10 
80  170  -1.96        0.64           99.91 
85  170  -0.97        0.80           109.45 
90  170  -0.56        0.88           112.43 
95  170  -0.97        0.80           109.53 
100  170  -1.96        0.64           100.09 
105  170  -2.73        0.53           84.37 
110  170  -2.45        0.57           68.72 
115  170  -1.48        0.71           60.70 
120  170  -0.54        0.88           60.79 
125  170  0.23        1.05           66.69 
130  170  1.10        1.29           76.24 
135  170  1.75        1.50           85.43 
140  170  0.72        1.18           92.55 
145  170  1.85        1.53           106.03 
150  170  2.96        1.98           110.27 
155  170  1.17        1.31           112.77 
160  170  0.18        1.04           116.44 
165  170  -1.71        0.67           119.17 
170  170  -5.21        0.30           121.28 
175  170  -11.21        0.08           123.03 
180  170  -45.01        0.00           175.29 
0  175  -45.01        0.00           4.71 
5  175  -11.37        0.07           120.94 
10  175  -5.29        0.30           120.24 
15  175  -1.76        0.67           118.48 
20  175  0.15        1.04           115.89 
25  175  1.14        1.30           112.29 
30  175  2.94        1.97           109.89 
35  175  1.83        1.52           105.62 
40  175  0.72        1.18           92.09 
45  175  1.75        1.50           85.05 
50  175  1.11        1.29           75.86 
55  175  0.25        1.06           66.33 
60  175  -0.51        0.89           60.46 
65  175  -1.45        0.72           60.38 
70  175  -2.42        0.57           68.42 
75  175  -2.72        0.53           84.10 
80  175  -1.96        0.64           99.91 
85  175  -0.97        0.80           109.45 
90  175  -0.56        0.88           112.43 
95  175  -0.97        0.80           109.53 
100  175  -1.96        0.64           100.09 
105  175  -2.73        0.53           84.37 
110  175  -2.45        0.57           68.72 
115  175  -1.48        0.71           60.70 
120  175  -0.54        0.88           60.79 
125  175  0.23        1.05           66.69 
130  175  1.10        1.29           76.24 
135  175  1.75        1.50           85.43 
140  175  0.72        1.18           92.55 
145  175  1.85        1.53           106.03 
150  175  2.96        1.98           110.27 
155  175  1.17        1.31           112.77 
160  175  0.18        1.04           116.44 
165  175  -1.71        0.67           119.17 
170  175  -5.21        0.30           121.28 
175  175  -11.21        0.08           123.03 
180  175  -45.01        0.00           175.29 
0  180  -45.01        0.00           4.71 
5  180  -11.37        0.07           120.94 
10  180  -5.29        0.30           120.24 
15  180  -1.76        0.67           118.48 
20  180  0.15        1.04           115.89 
25  180  1.14        1.30           112.29 
30  180  2.94        1.97           109.89 
35  180  1.83        1.52           105.62 
40  180  0.72        1.18           92.09 
45  180  1.75        1.50           85.05 
50  180  1.11        1.29           75.86 
55  180  0.25        1.06           66.33 
60  180  -0.51        0.89           60.46 
65  180  -1.45        0.72           60.38 
70  180  -2.42        0.57           68.42 
75  180  -2.72        0.53           84.10 
80  180  -1.96        0.64           99.91 
85  180  -0.97        0.80           109.45 
90  180  -0.56        0.88           112.43 
95  180  -0.97        0.80           109.53 
100  180  -1.96        0.64           100.09 
105  180  -2.73        0.53           84.37 
110  180  -2.45        0.57           68.72 
115  180  -1.48        0.71           60.70 
120  180  -0.54        0.88           60.79 
125  180  0.23        1.05           66.69 
130  180  1.10        1.29           76.24 
135  180  1.75        1.50           85.43 
140  180  0.72        1.18           92.55 
145  180  1.85        1.53           106.03 
150  180  2.96        1.98           110.27 
155  180  1.17        1.31           112.77 
160  180  0.18        1.04           116.44 
165  180  -1.71        0.67           119.17 
170  180  -5.21        0.30           121.28 
175  180  -11.21        0.08           123.03 
180  180  -45.01        0.00           175.29 
0  185  -45.01        0.00           4.71 
5  185  -11.37        0.07           120.94 
10  185  -5.29        0.30           120.24 
15  185  -1.76        0.67           118.48 
20  185  0.15        1.04           115.89 
25  185  1.14        1.30           112.29 
30  185  2.94        1.97           109.89 
35  185  1.83        1.52           105.62 
40  185  0.72        1.18           92.09 
45  185  1.75        1.50           85.05 
50  185  1.11        1.29           75.86 
55  185  0.25        1.06           66.33 
60  185  -0.51        0.89           60.46 
65  185  -1.45        0.72           60.38 
70  185  -2.42        0.57           68.42 
75  185  -2.72        0.53           84.10 
80  185  -1.96        0.64           99.91 
85  185  -0.97        0.80           109.45 
90  185  -0.56        0.88           112.43 
95  185  -0.97        0.80           109.53 
100  185  -1.96        0.64           100.09 
105  185  -2.73        0.53           84.37 
110  185  -2.45        0.57           68.72 
115  185  -1.48        0.71           60.70 
120  185  -0.54        0.88           60.79 
125  185  0.23        1.05           66.69 
130  185  1.10        1.29           76.24 
135  185  1.75        1.50           85.43 
140  185  0.72        1.18           92.55 
145  185  1.85        1.53           106.03 
150  185  2.96        1.98           110.27 
155  185  1.17        1.31           112.77 
160  185  0.18        1.04           116.44 
165  185  -1.71        0.67           119.17 
170  185  -5.21        0.30           121.28 
175  185  -11.21        0.08           123.03 
180  185  -45.01        0.00           175.29 
0  190  -45.01        0.00           4.71 
5  190  -11.37        0.07           120.94 
10  190  -5.29        0.30           120.24 
15  190  -1.76        0.67           118.48 
20  190  0.15        1.04           115.89 
25  190  1.14        1.30           112.29 
30  190  2.94        1.97           109.89 
35  190  1.83        1.52           105.62 
40  190  0.72        1.18           92.09 
45  190  1.75        1.50           85.05 
50  190  1.11        1.29           75.86 
55  190  0.25        1.06           66.33 
60  190  -0.51        0.89           60.46 
65  190  -1.45        0.72           60.38 
70  190  -2.42        0.57           68.42 
75  190  -2.72        0.53           84.10 
80  190  -1.96        0.64           99.91 
85  190  -0.97        0.80           109.45 
90  190  -0.56        0.88           112.43 
95  190  -0.97        0.80           109.53 
100  190  -1.96        0.64           100.09 
105  190  -2.73        0.53           84.37 
110  190  -2.45        0.57           68.72 
115  190  -1.48        0.71           60.70 
120  190  -0.54        0.88           60.79 
125  190  0.23        1.05           66.69 
130  190  1.10        1.29           76.24 
135  190  1.75        1.50           85.43 
140  190  0.72        1.18           92.55 
145  190  1.85        1.53           106.03 
150  190  2.96        1.98           110.27 
155  190  1.17        1.31           112.77 
160  190  0.18        1.04           116.44 
165  190  -1.71        0.67           119.17 
170  190  -5.21        0.30           121.28 
175  190  -11.21        0.08           123.03 
180  190  -45.01        0.00           175.29 
0  195  -45.01        0.00           4.71 
5  195  -11.37        0.07           120.94 
10  195  -5.29        0.30           120.24 
15  195  -1.76        0.67           118.48 
20  195  0.15        1.04           115.89 
25  195  1.14        1.30           112.29 
30  195  2.94        1.97           109.89 
35  195  1.83        1.52           105.62 
40  195  0.72        1.18           92.09 
45  195  1.75        1.50           85.05 
50  195  1.11        1.29           75.86 
55  195  0.25        1.06           66.33 
60  195  -0.51        0.89           60.46 
65  195  -1.45        0.72           60.38 
70  195  -2.42        0.57           68.42 
75  195  -2.72        0.53           84.10 
80  195  -1.96        0.64           99.91 
85  195  -0.97        0.80           109.45 
90  195  -0.56        0.88           112.43 
95  195  -0.97        0.80           109.53 
100  195  -1.96        0.64           100.09 
105  195  -2.73        0.53           84.37 
110  195  -2.45        0.57           68.72 
115  195  -1.48        0.71           60.70 
120  195  -0.54        0.88           60.79 
125  195  0.23        1.05           66.69 
130  195  1.10        1.29           76.24 
135  195  1.75        1.50           85.43 
140  195  0.72        1.18           92.55 
145  195  1.85        1.53           106.03 
150  195  2.96        1.98           110.27 
155  195  1.17        1.31           112.77 
160  195  0.18        1.04           116.44 
165  195  -1.71        0.67           119.17 
170  195  -5.21        0.30           121.28 
175  195  -11.21        0.08           123.03 
180  195  -45.01        0.00           175.29 
0  200  -45.01        0.00           4.71 
5  200  -11.37        0.07           120.94 
10  200  -5.29        0.30           120.24 
15  200  -1.76        0.67           118.48 
20  200  0.15        1.04           115.89 
25  200  1.14        1.30           112.29 
30  200  2.94        1.97           109.89 
35  200  1.83        1.52           105.62 
40  200  0.72        1.18           92.09 
45  200  1.75        1.50           85.05 
50  200  1.11        1.29           75.86 
55  200  0.25        1.06           66.33 
60  200  -0.51        0.89           60.46 
65  200  -1.45        0.72           60.38 
70  200  -2.42        0.57           68.42 
75  200  -2.72        0.53           84.10 
80  200  -1.96        0.64           99.91 
85  200  -0.97        0.80           109.45 
90  200  -0.56        0.88           112.43 
95  200  -0.97        0.80           109.53 
100  200  -1.96        0.64           100.09 
105  200  -2.73        0.53           84.37 
110  200  -2.45        0.57           68.72 
115  200  -1.48        0.71           60.70 
120  200  -0.54        0.88           60.79 
125  200  0.23        1.05           66.69 
130  200  1.10        1.29           76.24 
135  200  1.75        1.50           85.43 
140  200  0.72        1.18           92.55 
145  200  1.85        1.53           106.03 
150  200  2.96        1.98           110.27 
155  200  1.17        1.31           112.77 
160  200  0.18        1.04           116.44 
165  200  -1.71        0.67           119.17 
170  200  -5.21        0.30           121.28 
175  200  -11.21        0.08           123.03 
180  200  -45.01        0.00           175.29 
0  205  -45.01        0.00           4.71 
5  205  -11.37        0.07           120.94 
10  205  -5.29        0.30           120.24 
15  205  -1.76        0.67           118.48 
20  205  0.15        1.04           115.89 
25  205  1.14        1.30           112.29 
30  205  2.94        1.97           109.89 
35  205  1.83        1.52           105.62 
40  205  0.72        1.18           92.09 
45  205  1.75        1.50           85.05 
50  205  1.11        1.29           75.86 
55  205  0.25        1.06           66.33 
60  205  -0.51        0.89           60.46 
65  205  -1.45        0.72           60.38 
70  205  -2.42        0.57           68.42 
75  205  -2.72        0.53           84.10 
80  205  -1.96        0.64           99.91 
85  205  -0.97        0.80           109.45 
90  205  -0.56        0.88           112.43 
95  205  -0.97        0.80           109.53 
100  205  -1.96        0.64           100.09 
105  205  -2.73        0.53           84.37 
110  205  -2.45        0.57           68.72 
115  205  -1.48        0.71           60.70 
120  205  -0.54        0.88           60.79 
125  205  0.23        1.05           66.69 
130  205  1.10        1.29           76.24 
135  205  1.75        1.50           85.43 
140  205  0.72        1.18           92.55 
145  205  1.85        1.53           106.03 
150  205  2.96        1.98           110.27 
155  205  1.17        1.31           112.77 
160  205  0.18        1.04           116.44 
165  205  -1.71        0.67           119.17 
170  205  -5.21        0.30           121.28 
175  205  -11.21        0.08           123.03 
180  205  -45.01        0.00           175.29 
0  210  -45.01        0.00           4.71 
5  210  -11.37        0.07           120.94 
10  210  -5.29        0.30           120.24 
15  210  -1.76        0.67           118.48 
20  210  0.15        1.04           115.89 
25  210  1.14        1.30           112.29 
30  210  2.94        1.97           109.89 
35  210  1.83        1.52           105.62 
40  210  0.72        1.18           92.09 
45  210  1.75        1.50           85.05 
50  210  1.11        1.29           75.86 
55  210  0.25        1.06           66.33 
60  210  -0.51        0.89           60.46 
65  210  -1.45        0.72           60.38 
70  210  -2.42        0.57           68.42 
75  210  -2.72        0.53           84.10 
80  210  -1.96        0.64           99.91 
85  210  -0.97        0.80           109.45 
90  210  -0.56        0.88           112.43 
95  210  -0.97        0.80           109.53 
100  210  -1.96        0.64           100.09 
105  210  -2.73        0.53           84.37 
110  210  -2.45        0.57           68.72 
115  210  -1.48        0.71           60.70 
120  210  -0.54        0.88           60.79 
125  210  0.23        1.05           66.69 
130  210  1.10        1.29           76.24 
135  210  1.75        1.50           85.43 
140  210  0.72        1.18           92.55 
145  210  1.85        1.53           106.03 
