freq : 833.33 MHz
SWR : 6.24
 Theta     Phi     Gain(dB)     Gain     Phase(deg) 
50  320  1.11        1.29           75.86 
55  320  0.25        1.06           66.33 
60  320  -0.51        0.89           60.46 
65  320  -1.45        0.72           60.38 
70  320  -2.42        0.57           68.42 
75  320  -2.72        0.53           84.10 
80  320  -1.96        0.64           99.91 
85  320  -0.97        0.80           109.45 
90  320  -0.56        0.88           112.43 
95  320  -0.97        0.80           109.53 
100  320  -1.96        0.64           100.09 
105  320  -2.73        0.53           84.37 
110  320  -2.45        0.57           68.72 
115  320  -1.48        0.71           60.70 
120  320  -0.54        0.88           60.79 
125  320  0.23        1.05           66.69 
130  320  1.10        1.29           76.24 
135  320  1.75        1.50           85.43 
140  320  0.72        1.18           92.55 
145  320  1.85        1.53           106.03 
150  320  2.96        1.98           110.27 
155  320  1.17        1.31           112.77 
160  320  0.18        1.04           116.44 
165  320  -1.71        0.67           119.17 
170  320  -5.21        0.30           121.28 
175  320  -11.21        0.08           123.03 
180  320  -45.01        0.00           175.29 
0  325  -45.01        0.00           4.71 
5  325  -11.37        0.07           120.94 
10  325  -5.29        0.30           120.24 
15  325  -1.76        0.67           118.48 
20  325  0.15        1.04           115.89 
25  325  1.14        1.30           112.29 
30  325  2.94        1.97           109.89 
35  325  1.83        1.52           105.62 
40  325  0.72        1.18           92.09 
45  325  1.75        1.50           85.05 
50  325  1.11        1.29           75.86 
55  325  0.25        1.06           66.33 
60  325  -0.51        0.89           60.46 
65  325  -1.45        0.72           60.38 
70  325  -2.42        0.57           68.42 
75  325  -2.72        0.53           84.10 
80  325  -1.96        0.64           99.91 
85  325  -0.97        0.80           109.45 
90  325  -0.56        0.88           112.43 
95  325  -0.97        0.80           109.53 
100  325  -1.96        0.64           100.09 
105  325  -2.73        0.53           84.37 
110  325  -2.45        0.57           68.72 
115  325  -1.48        0.71           60.70 
120  325  -0.54        0.88           60.79 
125  325  0.23        1.05           66.69 
130  325  1.10        1.29           76.24 
135  325  1.75        1.50           85.43 
140  325  0.72        1.18           92.55 
145  325  1.85        1.53           106.03 
150  325  2.96        1.98           110.27 
155  325  1.17        1.31           112.77 
160  325  0.18        1.04           116.44 
165  325  -1.71        0.67           119.17 
170  325  -5.21        0.30           121.28 
175  325  -11.21        0.08           123.03 
180  325  -45.01        0.00           175.29 
0  330  -45.01        0.00           4.71 
5  330  -11.37        0.07           120.94 
10  330  -5.29        0.30           120.24 
15  330  -1.76        0.67           118.48 
20  330  0.15        1.04           115.89 
25  330  1.14        1.30           112.29 
30  330  2.94        1.97           109.89 
35  330  1.83        1.52           105.62 
40  330  0.72        1.18           92.09 
45  330  1.75        1.50           85.05 
50  330  1.11        1.29           75.86 
55  330  0.25        1.06           66.33 
60  330  -0.51        0.89           60.46 
65  330  -1.45        0.72           60.38 
70  330  -2.42        0.57           68.42 
75  330  -2.72        0.53           84.10 
80  330  -1.96        0.64           99.91 
85  330  -0.97        0.80           109.45 
90  330  -0.56        0.88           112.43 
95  330  -0.97        0.80           109.53 
100  330  -1.96        0.64           100.09 
105  330  -2.73        0.53           84.37 
110  330  -2.45        0.57           68.72 
115  330  -1.48        0.71           60.70 
120  330  -0.54        0.88           60.79 
125  330  0.23        1.05           66.69 
130  330  1.10        1.29           76.24 
135  330  1.75        1.50           85.43 
140  330  0.72        1.18           92.55 
145  330  1.85        1.53           106.03 
150  330  2.96        1.98           110.27 
155  330  1.17        1.31           112.77 
160  330  0.18        1.04           116.44 
165  330  -1.71        0.67           119.17 
170  330  -5.21        0.30           121.28 
175  330  -11.21        0.08           123.03 
180  330  -45.01        0.00           175.29 
0  335  -45.01        0.00           4.71 
5  335  -11.37        0.07           120.94 
10  335  -5.29        0.30           120.24 
15  335  -1.76        0.67           118.48 
20  335  0.15        1.04           115.89 
25  335  1.14        1.30           112.29 
30  335  2.94        1.97           109.89 
35  335  1.83        1.52           105.62 
40  335  0.72        1.18           92.09 
45  335  1.75        1.50           85.05 
50  335  1.11        1.29           75.86 
55  335  0.25        1.06           66.33 
60  335  -0.51        0.89           60.46 
65  335  -1.45        0.72           60.38 
70  335  -2.42        0.57           68.42 
75  335  -2.72        0.53           84.10 
80  335  -1.96        0.64           99.91 
85  335  -0.97        0.80           109.45 
90  335  -0.56        0.88           112.43 
95  335  -0.97        0.80           109.53 
100  335  -1.96        0.64           100.09 
105  335  -2.73        0.53           84.37 
110  335  -2.45        0.57           68.72 
115  335  -1.48        0.71           60.70 
120  335  -0.54        0.88           60.79 
125  335  0.23        1.05           66.69 
130  335  1.10        1.29           76.24 
135  335  1.75        1.50           85.43 
140  335  0.72        1.18           92.55 
145  335  1.85        1.53           106.03 
150  335  2.96        1.98           110.27 
155  335  1.17        1.31           112.77 
160  335  0.18        1.04           116.44 
165  335  -1.71        0.67           119.17 
170  335  -5.21        0.30           121.28 
175  335  -11.21        0.08           123.03 
180  335  -45.01        0.00           175.29 
0  340  -45.01        0.00           4.71 
5  340  -11.37        0.07           120.94 
10  340  -5.29        0.30           120.24 
15  340  -1.76        0.67           118.48 
20  340  0.15        1.04           115.89 
25  340  1.14        1.30           112.29 
30  340  2.94        1.97           109.89 
35  340  1.83        1.52           105.62 
40  340  0.72        1.18           92.09 
45  340  1.75        1.50           85.05 
50  340  1.11        1.29           75.86 
55  340  0.25        1.06           66.33 
60  340  -0.51        0.89           60.46 
65  340  -1.45        0.72           60.38 
70  340  -2.42        0.57           68.42 
75  340  -2.72        0.53           84.10 
80  340  -1.96        0.64           99.91 
85  340  -0.97        0.80           109.45 
90  340  -0.56        0.88           112.43 
95  340  -0.97        0.80           109.53 
100  340  -1.96        0.64           100.09 
105  340  -2.73        0.53           84.37 
110  340  -2.45        0.57           68.72 
115  340  -1.48        0.71           60.70 
120  340  -0.54        0.88           60.79 
125  340  0.23        1.05           66.69 
130  340  1.10        1.29           76.24 
135  340  1.75        1.50           85.43 
140  340  0.72        1.18           92.55 
145  340  1.85        1.53           106.03 
150  340  2.96        1.98           110.27 
155  340  1.17        1.31           112.77 
160  340  0.18        1.04           116.44 
165  340  -1.71        0.67           119.17 
170  340  -5.21        0.30           121.28 
175  340  -11.21        0.08           123.03 
180  340  -45.01        0.00           175.29 
0  345  -45.01        0.00           4.71 
5  345  -11.37        0.07           120.94 
10  345  -5.29        0.30           120.24 
15  345  -1.76        0.67           118.48 
20  345  0.15        1.04           115.89 
25  345  1.14        1.30           112.29 
30  345  2.94        1.97           109.89 
35  345  1.83        1.52           105.62 
40  345  0.72        1.18           92.09 
45  345  1.75        1.50           85.05 
50  345  1.11        1.29           75.86 
55  345  0.25        1.06           66.33 
60  345  -0.51        0.89           60.46 
65  345  -1.45        0.72           60.38 
70  345  -2.42        0.57           68.42 
75  345  -2.72        0.53           84.10 
80  345  -1.96        0.64           99.91 
85  345  -0.97        0.80           109.45 
90  345  -0.56        0.88           112.43 
95  345  -0.97        0.80           109.53 
100  345  -1.96        0.64           100.09 
105  345  -2.73        0.53           84.37 
110  345  -2.45        0.57           68.72 
115  345  -1.48        0.71           60.70 
120  345  -0.54        0.88           60.79 
125  345  0.23        1.05           66.69 
130  345  1.10        1.29           76.24 
135  345  1.75        1.50           85.43 
140  345  0.72        1.18           92.55 
145  345  1.85        1.53           106.03 
150  345  2.96        1.98           110.27 
155  345  1.17        1.31           112.77 
160  345  0.18        1.04           116.44 
165  345  -1.71        0.67           119.17 
170  345  -5.21        0.30           121.28 
175  345  -11.21        0.08           123.03 
180  345  -45.01        0.00           175.29 
0  350  -45.01        0.00           4.71 
5  350  -11.37        0.07           120.94 
10  350  -5.29        0.30           120.24 
15  350  -1.76        0.67           118.48 
20  350  0.15        1.04           115.89 
25  350  1.14        1.30           112.29 
30  350  2.94        1.97           109.89 
35  350  1.83        1.52           105.62 
40  350  0.72        1.18           92.09 
45  350  1.75        1.50           85.05 
50  350  1.11        1.29           75.86 
55  350  0.25        1.06           66.33 
60  350  -0.51        0.89           60.46 
65  350  -1.45        0.72           60.38 
70  350  -2.42        0.57           68.42 
75  350  -2.72        0.53           84.10 
80  350  -1.96        0.64           99.91 
85  350  -0.97        0.80           109.45 
90  350  -0.56        0.88           112.43 
95  350  -0.97        0.80           109.53 
100  350  -1.96        0.64           100.09 
105  350  -2.73        0.53           84.37 
110  350  -2.45        0.57           68.72 
115  350  -1.48        0.71           60.70 
120  350  -0.54        0.88           60.79 
125  350  0.23        1.05           66.69 
130  350  1.10        1.29           76.24 
135  350  1.75        1.50           85.43 
140  350  0.72        1.18           92.55 
145  350  1.85        1.53           106.03 
150  350  2.96        1.98           110.27 
155  350  1.17        1.31           112.77 
160  350  0.18        1.04           116.44 
165  350  -1.71        0.67           119.17 
170  350  -5.21        0.30           121.28 
175  350  -11.21        0.08           123.03 
180  350  -45.01        0.00           175.29 
0  355  -45.01        0.00           4.71 
5  355  -11.37        0.07           120.94 
10  355  -5.29        0.30           120.24 
15  355  -1.76        0.67           118.48 
20  355  0.15        1.04           115.89 
25  355  1.14        1.30           112.29 
30  355  2.94        1.97           109.89 
35  355  1.83        1.52           105.62 
40  355  0.72        1.18           92.09 
45  355  1.75        1.50           85.05 
50  355  1.11        1.29           75.86 
55  355  0.25        1.06           66.33 
60  355  -0.51        0.89           60.46 
65  355  -1.45        0.72           60.38 
70  355  -2.42        0.57           68.42 
75  355  -2.72        0.53           84.10 
80  355  -1.96        0.64           99.91 
85  355  -0.97        0.80           109.45 
90  355  -0.56        0.88           112.43 
95  355  -0.97        0.80           109.53 
100  355  -1.96        0.64           100.09 
105  355  -2.73        0.53           84.37 
110  355  -2.45        0.57           68.72 
115  355  -1.48        0.71           60.70 
120  355  -0.54        0.88           60.79 
125  355  0.23        1.05           66.69 
130  355  1.10        1.29           76.24 
135  355  1.75        1.50           85.43 
140  355  0.72        1.18           92.55 
145  355  1.85        1.53           106.03 
150  355  2.96        1.98           110.27 
155  355  1.17        1.31           112.77 
160  355  0.18        1.04           116.44 
165  355  -1.71        0.67           119.17 
170  355  -5.21        0.30           121.28 
175  355  -11.21        0.08           123.03 
180  355  -45.01        0.00           175.29 
