freq : 900.00 MHz
SWR : 7.04
 Theta     Phi     Gain(dB)     Gain     Phase(deg) 
60  105  -2.20        0.60           44.85 
65  105  -3.59        0.44           46.12 
70  105  -4.13        0.39           56.02 
75  105  -3.17        0.48           70.03 
80  105  -1.44        0.72           80.14 
85  105  -0.09        0.98           85.11 
90  105  0.40        1.10           86.56 
95  105  -0.09        0.98           85.20 
100  105  -1.45        0.72           80.32 
105  105  -3.19        0.48           70.32 
110  105  -4.16        0.38           56.38 
115  105  -3.64        0.43           46.47 
120  105  -2.24        0.60           45.18 
125  105  -0.80        0.83           49.43 
130  105  0.97        1.25           67.04 
135  105  2.33        1.71           64.95 
140  105  2.81        1.91           72.40 
145  105  2.88        1.94           77.14 
150  105  2.51        1.78           81.80 
155  105  1.61        1.45           85.54 
160  105  0.17        1.04           89.26 
165  105  -2.04        0.63           91.29 
170  105  -5.37        0.29           93.42 
175  105  -11.26        0.07           95.58 
180  105  -44.83        0.00           176.60 
0  110  -44.83        0.00           3.40 
5  110  -11.27        0.07           93.18 
10  110  -5.37        0.29           92.22 
15  110  -2.04        0.63           90.48 
20  110  0.18        1.04           88.66 
25  110  1.62        1.45           85.05 
30  110  2.52        1.79           81.39 
35  110  2.89        1.95           76.78 
40  110  2.83        1.92           72.07 
45  110  2.35        1.72           64.64 
50  110  0.98        1.25           66.71 
55  110  -0.77        0.84           49.10 
60  110  -2.20        0.60           44.85 
65  110  -3.59        0.44           46.12 
70  110  -4.13        0.39           56.02 
75  110  -3.17        0.48           70.03 
80  110  -1.44        0.72           80.14 
85  110  -0.09        0.98           85.11 
90  110  0.40        1.10           86.56 
95  110  -0.09        0.98           85.20 
100  110  -1.45        0.72           80.32 
105  110  -3.19        0.48           70.32 
110  110  -4.16        0.38           56.38 
115  110  -3.64        0.43           46.47 
120  110  -2.24        0.60           45.18 
125  110  -0.80        0.83           49.43 
130  110  0.97        1.25           67.04 
135  110  2.33        1.71           64.95 
140  110  2.81        1.91           72.40 
145  110  2.88        1.94           77.14 
150  110  2.51        1.78           81.80 
155  110  1.61        1.45           85.54 
160  110  0.17        1.04           89.26 
165  110  -2.04        0.63           91.29 
170  110  -5.37        0.29           93.42 
175  110  -11.26        0.07           95.58 
180  110  -44.83        0.00           176.60 
0  115  -44.83        0.00           3.40 
5  115  -11.27        0.07           93.18 
10  115  -5.37        0.29           92.22 
15  115  -2.04        0.63           90.48 
20  115  0.18        1.04           88.66 
25  115  1.62        1.45           85.05 
30  115  2.52        1.79           81.39 
35  115  2.89        1.95           76.78 
40  115  2.83        1.92           72.07 
45  115  2.35        1.72           64.64 
50  115  0.98        1.25           66.71 
55  115  -0.77        0.84           49.10 
60  115  -2.20        0.60           44.85 
65  115  -3.59        0.44           46.12 
70  115  -4.13        0.39           56.02 
75  115  -3.17        0.48           70.03 
80  115  -1.44        0.72           80.14 
85  115  -0.09        0.98           85.11 
90  115  0.40        1.10           86.56 
95  115  -0.09        0.98           85.20 
100  115  -1.45        0.72           80.32 
105  115  -3.19        0.48           70.32 
110  115  -4.16        0.38           56.38 
115  115  -3.64        0.43           46.47 
120  115  -2.24        0.60           45.18 
125  115  -0.80        0.83           49.43 
130  115  0.97        1.25           67.04 
135  115  2.33        1.71           64.95 
140  115  2.81        1.91           72.40 
145  115  2.88        1.94           77.14 
150  115  2.51        1.78           81.80 
155  115  1.61        1.45           85.54 
160  115  0.17        1.04           89.26 
165  115  -2.04        0.63           91.29 
170  115  -5.37        0.29           93.42 
175  115  -11.26        0.07           95.58 
180  115  -44.83        0.00           176.60 
0  120  -44.83        0.00           3.40 
5  120  -11.27        0.07           93.18 
10  120  -5.37        0.29           92.22 
15  120  -2.04        0.63           90.48 
20  120  0.18        1.04           88.66 
25  120  1.62        1.45           85.05 
30  120  2.52        1.79           81.39 
35  120  2.89        1.95           76.78 
40  120  2.83        1.92           72.07 
45  120  2.35        1.72           64.64 
50  120  0.98        1.25           66.71 
55  120  -0.77        0.84           49.10 
60  120  -2.20        0.60           44.85 
65  120  -3.59        0.44           46.12 
70  120  -4.13        0.39           56.02 
75  120  -3.17        0.48           70.03 
80  120  -1.44        0.72           80.14 
85  120  -0.09        0.98           85.11 
90  120  0.40        1.10           86.56 
95  120  -0.09        0.98           85.20 
100  120  -1.45        0.72           80.32 
105  120  -3.19        0.48           70.32 
110  120  -4.16        0.38           56.38 
115  120  -3.64        0.43           46.47 
120  120  -2.24        0.60           45.18 
125  120  -0.80        0.83           49.43 
130  120  0.97        1.25           67.04 
135  120  2.33        1.71           64.95 
140  120  2.81        1.91           72.40 
145  120  2.88        1.94           77.14 
150  120  2.51        1.78           81.80 
155  120  1.61        1.45           85.54 
160  120  0.17        1.04           89.26 
165  120  -2.04        0.63           91.29 
170  120  -5.37        0.29           93.42 
175  120  -11.26        0.07           95.58 
180  120  -44.83        0.00           176.60 
0  125  -44.83        0.00           3.40 
5  125  -11.27        0.07           93.18 
10  125  -5.37        0.29           92.22 
15  125  -2.04        0.63           90.48 
20  125  0.18        1.04           88.66 
25  125  1.62        1.45           85.05 
30  125  2.52        1.79           81.39 
35  125  2.89        1.95           76.78 
40  125  2.83        1.92           72.07 
45  125  2.35        1.72           64.64 
50  125  0.98        1.25           66.71 
55  125  -0.77        0.84           49.10 
60  125  -2.20        0.60           44.85 
65  125  -3.59        0.44           46.12 
70  125  -4.13        0.39           56.02 
75  125  -3.17        0.48           70.03 
80  125  -1.44        0.72           80.14 
85  125  -0.09        0.98           85.11 
90  125  0.40        1.10           86.56 
95  125  -0.09        0.98           85.20 
100  125  -1.45        0.72           80.32 
105  125  -3.19        0.48           70.32 
110  125  -4.16        0.38           56.38 
115  125  -3.64        0.43           46.47 
120  125  -2.24        0.60           45.18 
125  125  -0.80        0.83           49.43 
130  125  0.97        1.25           67.04 
135  125  2.33        1.71           64.95 
140  125  2.81        1.91           72.40 
145  125  2.88        1.94           77.14 
150  125  2.51        1.78           81.80 
155  125  1.61        1.45           85.54 
160  125  0.17        1.04           89.26 
165  125  -2.04        0.63           91.29 
170  125  -5.37        0.29           93.42 
175  125  -11.26        0.07           95.58 
180  125  -44.83        0.00           176.60 
0  130  -44.83        0.00           3.40 
5  130  -11.27        0.07           93.18 
10  130  -5.37        0.29           92.22 
15  130  -2.04        0.63           90.48 
20  130  0.18        1.04           88.66 
25  130  1.62        1.45           85.05 
30  130  2.52        1.79           81.39 
35  130  2.89        1.95           76.78 
40  130  2.83        1.92           72.07 
45  130  2.35        1.72           64.64 
50  130  0.98        1.25           66.71 
55  130  -0.77        0.84           49.10 
60  130  -2.20        0.60           44.85 
65  130  -3.59        0.44           46.12 
70  130  -4.13        0.39           56.02 
75  130  -3.17        0.48           70.03 
80  130  -1.44        0.72           80.14 
85  130  -0.09        0.98           85.11 
90  130  0.40        1.10           86.56 
95  130  -0.09        0.98           85.20 
100  130  -1.45        0.72           80.32 
105  130  -3.19        0.48           70.32 
110  130  -4.16        0.38           56.38 
115  130  -3.64        0.43           46.47 
120  130  -2.24        0.60           45.18 
125  130  -0.80        0.83           49.43 
130  130  0.97        1.25           67.04 
135  130  2.33        1.71           64.95 
140  130  2.81        1.91           72.40 
145  130  2.88        1.94           77.14 
150  130  2.51        1.78           81.80 
155  130  1.61        1.45           85.54 
160  130  0.17        1.04           89.26 
165  130  -2.04        0.63           91.29 
170  130  -5.37        0.29           93.42 
175  130  -11.26        0.07           95.58 
180  130  -44.83        0.00           176.60 
0  135  -44.83        0.00           3.40 
5  135  -11.27        0.07           93.18 
10  135  -5.37        0.29           92.22 
15  135  -2.04        0.63           90.48 
20  135  0.18        1.04           88.66 
25  135  1.62        1.45           85.05 
30  135  2.52        1.79           81.39 
35  135  2.89        1.95           76.78 
40  135  2.83        1.92           72.07 
45  135  2.35        1.72           64.64 
50  135  0.98        1.25           66.71 
55  135  -0.77        0.84           49.10 
60  135  -2.20        0.60           44.85 
65  135  -3.59        0.44           46.12 
70  135  -4.13        0.39           56.02 
75  135  -3.17        0.48           70.03 
80  135  -1.44        0.72           80.14 
85  135  -0.09        0.98           85.11 
90  135  0.40        1.10           86.56 
95  135  -0.09        0.98           85.20 
100  135  -1.45        0.72           80.32 
105  135  -3.19        0.48           70.32 
110  135  -4.16        0.38           56.38 
115  135  -3.64        0.43           46.47 
120  135  -2.24        0.60           45.18 
125  135  -0.80        0.83           49.43 
130  135  0.97        1.25           67.04 
135  135  2.33        1.71           64.95 
140  135  2.81        1.91           72.40 
145  135  2.88        1.94           77.14 
150  135  2.51        1.78           81.80 
155  135  1.61        1.45           85.54 
160  135  0.17        1.04           89.26 
165  135  -2.04        0.63           91.29 
170  135  -5.37        0.29           93.42 
175  135  -11.26        0.07           95.58 
180  135  -44.83        0.00           176.60 
0  140  -44.83        0.00           3.40 
5  140  -11.27        0.07           93.18 
10  140  -5.37        0.29           92.22 
15  140  -2.04        0.63           90.48 
20  140  0.18        1.04           88.66 
25  140  1.62        1.45           85.05 
30  140  2.52        1.79           81.39 
35  140  2.89        1.95           76.78 
40  140  2.83        1.92           72.07 
45  140  2.35        1.72           64.64 
50  140  0.98        1.25           66.71 
55  140  -0.77        0.84           49.10 
60  140  -2.20        0.60           44.85 
65  140  -3.59        0.44           46.12 
70  140  -4.13        0.39           56.02 
75  140  -3.17        0.48           70.03 
80  140  -1.44        0.72           80.14 
85  140  -0.09        0.98           85.11 
90  140  0.40        1.10           86.56 
95  140  -0.09        0.98           85.20 
100  140  -1.45        0.72           80.32 
105  140  -3.19        0.48           70.32 
110  140  -4.16        0.38           56.38 
115  140  -3.64        0.43           46.47 
120  140  -2.24        0.60           45.18 
125  140  -0.80        0.83           49.43 
130  140  0.97        1.25           67.04 
135  140  2.33        1.71           64.95 
140  140  2.81        1.91           72.40 
145  140  2.88        1.94           77.14 
150  140  2.51        1.78           81.80 
155  140  1.61        1.45           85.54 
160  140  0.17        1.04           89.26 
165  140  -2.04        0.63           91.29 
170  140  -5.37        0.29           93.42 
175  140  -11.26        0.07           95.58 
180  140  -44.83        0.00           176.60 
0  145  -44.83        0.00           3.40 
5  145  -11.27        0.07           93.18 
10  145  -5.37        0.29           92.22 
15  145  -2.04        0.63           90.48 
20  145  0.18        1.04           88.66 
25  145  1.62        1.45           85.05 
30  145  2.52        1.79           81.39 
35  145  2.89        1.95           76.78 
40  145  2.83        1.92           72.07 
45  145  2.35        1.72           64.64 
50  145  0.98        1.25           66.71 
55  145  -0.77        0.84           49.10 
60  145  -2.20        0.60           44.85 
65  145  -3.59        0.44           46.12 
70  145  -4.13        0.39           56.02 
75  145  -3.17        0.48           70.03 
80  145  -1.44        0.72           80.14 
85  145  -0.09        0.98           85.11 
90  145  0.40        1.10           86.56 
95  145  -0.09        0.98           85.20 
100  145  -1.45        0.72           80.32 
105  145  -3.19        0.48           70.32 
110  145  -4.16        0.38           56.38 
115  145  -3.64        0.43           46.47 
120  145  -2.24        0.60           45.18 
125  145  -0.80        0.83           49.43 
130  145  0.97        1.25           67.04 
135  145  2.33        1.71           64.95 
140  145  2.81        1.91           72.40 
145  145  2.88        1.94           77.14 
150  145  2.51        1.78           81.80 
155  145  1.61        1.45           85.54 
160  145  0.17        1.04           89.26 
165  145  -2.04        0.63           91.29 
170  145  -5.37        0.29           93.42 
175  145  -11.26        0.07           95.58 
180  145  -44.83        0.00           176.60 
0  150  -44.83        0.00           3.40 
5  150  -11.27        0.07           93.18 
10  150  -5.37        0.29           92.22 
15  150  -2.04        0.63           90.48 
20  150  0.18        1.04           88.66 
25  150  1.62        1.45           85.05 
30  150  2.52        1.79           81.39 
35  150  2.89        1.95           76.78 
40  150  2.83        1.92           72.07 
45  150  2.35        1.72           64.64 
50  150  0.98        1.25           66.71 
55  150  -0.77        0.84           49.10 
60  150  -2.20        0.60           44.85 
65  150  -3.59        0.44           46.12 
70  150  -4.13        0.39           56.02 
75  150  -3.17        0.48           70.03 
80  150  -1.44        0.72           80.14 
85  150  -0.09        0.98           85.11 
90  150  0.40        1.10           86.56 
95  150  -0.09        0.98           85.20 
100  150  -1.45        0.72           80.32 
105  150  -3.19        0.48           70.32 
110  150  -4.16        0.38           56.38 
115  150  -3.64        0.43           46.47 
120  150  -2.24        0.60           45.18 
125  150  -0.80        0.83           49.43 
130  150  0.97        1.25           67.04 
135  150  2.33        1.71           64.95 
140  150  2.81        1.91           72.40 
145  150  2.88        1.94           77.14 
150  150  2.51        1.78           81.80 
155  150  1.61        1.45           85.54 
160  150  0.17        1.04           89.26 
165  150  -2.04        0.63           91.29 
170  150  -5.37        0.29           93.42 
175  150  -11.26        0.07           95.58 
180  150  -44.83        0.00           176.60 
0  155  -44.83        0.00           3.40 
5  155  -11.27        0.07           93.18 
10  155  -5.37        0.29           92.22 
15  155  -2.04        0.63           90.48 
20  155  0.18        1.04           88.66 
25  155  1.62        1.45           85.05 
30  155  2.52        1.79           81.39 
35  155  2.89        1.95           76.78 
40  155  2.83        1.92           72.07 
45  155  2.35        1.72           64.64 
50  155  0.98        1.25           66.71 
55  155  -0.77        0.84           49.10 
60  155  -2.20        0.60           44.85 
65  155  -3.59        0.44           46.12 
70  155  -4.13        0.39           56.02 
75  155  -3.17        0.48           70.03 
80  155  -1.44        0.72           80.14 
85  155  -0.09        0.98           85.11 
90  155  0.40        1.10           86.56 
95  155  -0.09        0.98           85.20 
100  155  -1.45        0.72           80.32 
105  155  -3.19        0.48           70.32 
110  155  -4.16        0.38           56.38 
115  155  -3.64        0.43           46.47 
120  155  -2.24        0.60           45.18 
125  155  -0.80        0.83           49.43 
130  155  0.97        1.25           67.04 
135  155  2.33        1.71           64.95 
140  155  2.81        1.91           72.40 
145  155  2.88        1.94           77.14 
150  155  2.51        1.78           81.80 
155  155  1.61        1.45           85.54 
160  155  0.17        1.04           89.26 
165  155  -2.04        0.63           91.29 
170  155  -5.37        0.29           93.42 
175  155  -11.26        0.07           95.58 
180  155  -44.83        0.00           176.60 
0  160  -44.83        0.00           3.40 
5  160  -11.27        0.07           93.18 
10  160  -5.37        0.29           92.22 
15  160  -2.04        0.63           90.48 
20  160  0.18        1.04           88.66 
25  160  1.62        1.45           85.05 
30  160  2.52        1.79           81.39 
35  160  2.89        1.95           76.78 
40  160  2.83        1.92           72.07 
45  160  2.35        1.72           64.64 
50  160  0.98        1.25           66.71 
55  160  -0.77        0.84           49.10 
60  160  -2.20        0.60           44.85 
65  160  -3.59        0.44           46.12 
70  160  -4.13        0.39           56.02 
75  160  -3.17        0.48           70.03 
80  160  -1.44        0.72           80.14 
85  160  -0.09        0.98           85.11 
90  160  0.40        1.10           86.56 
95  160  -0.09        0.98           85.20 
100  160  -1.45        0.72           80.32 
105  160  -3.19        0.48           70.32 
110  160  -4.16        0.38           56.38 
115  160  -3.64        0.43           46.47 
120  160  -2.24        0.60           45.18 
125  160  -0.80        0.83           49.43 
130  160  0.97        1.25           67.04 
135  160  2.33        1.71           64.95 
140  160  2.81        1.91           72.40 
145  160  2.88        1.94           77.14 
150  160  2.51        1.78           81.80 
155  160  1.61        1.45           85.54 
160  160  0.17        1.04           89.26 
165  160  -2.04        0.63           91.29 
170  160  -5.37        0.29           93.42 
175  160  -11.26        0.07           95.58 
180  160  -44.83        0.00           176.60 
0  165  -44.83        0.00           3.40 
5  165  -11.27        0.07           93.18 
10  165  -5.37        0.29           92.22 
15  165  -2.04        0.63           90.48 
20  165  0.18        1.04           88.66 
25  165  1.62        1.45           85.05 
30  165  2.52        1.79           81.39 
35  165  2.89        1.95           76.78 
40  165  2.83        1.92           72.07 
45  165  2.35        1.72           64.64 
50  165  0.98        1.25           66.71 
55  165  -0.77        0.84           49.10 
60  165  -2.20        0.60           44.85 
65  165  -3.59        0.44           46.12 
70  165  -4.13        0.39           56.02 
75  165  -3.17        0.48           70.03 
80  165  -1.44        0.72           80.14 
85  165  -0.09        0.98           85.11 
90  165  0.40        1.10           86.56 
95  165  -0.09        0.98           85.20 
100  165  -1.45        0.72           80.32 
105  165  -3.19        0.48           70.32 
110  165  -4.16        0.38           56.38 
115  165  -3.64        0.43           46.47 
120  165  -2.24        0.60           45.18 
125  165  -0.80        0.83           49.43 
130  165  0.97        1.25           67.04 
135  165  2.33        1.71           64.95 
140  165  2.81        1.91           72.40 
145  165  2.88        1.94           77.14 
150  165  2.51        1.78           81.80 
155  165  1.61        1.45           85.54 
160  165  0.17        1.04           89.26 
165  165  -2.04        0.63           91.29 
170  165  -5.37        0.29           93.42 
175  165  -11.26        0.07           95.58 
180  165  -44.83        0.00           176.60 
0  170  -44.83        0.00           3.40 
5  170  -11.27        0.07           93.18 
10  170  -5.37        0.29           92.22 
15  170  -2.04        0.63           90.48 
20  170  0.18        1.04           88.66 
25  170  1.62        1.45           85.05 
30  170  2.52        1.79           81.39 
35  170  2.89        1.95           76.78 
40  170  2.83        1.92           72.07 
45  170  2.35        1.72           64.64 
50  170  0.98        1.25           66.71 
55  170  -0.77        0.84           49.10 
60  170  -2.20        0.60           44.85 
65  170  -3.59        0.44           46.12 
70  170  -4.13        0.39           56.02 
75  170  -3.17        0.48           70.03 
80  170  -1.44        0.72           80.14 
85  170  -0.09        0.98           85.11 
90  170  0.40        1.10           86.56 
95  170  -0.09        0.98           85.20 
100  170  -1.45        0.72           80.32 
105  170  -3.19        0.48           70.32 
110  170  -4.16        0.38           56.38 
115  170  -3.64        0.43           46.47 
120  170  -2.24        0.60           45.18 
125  170  -0.80        0.83           49.43 
130  170  0.97        1.25           67.04 
135  170  2.33        1.71           64.95 
140  170  2.81        1.91           72.40 
145  170  2.88        1.94           77.14 
150  170  2.51        1.78           81.80 
155  170  1.61        1.45           85.54 
160  170  0.17        1.04           89.26 
165  170  -2.04        0.63           91.29 
170  170  -5.37        0.29           93.42 
175  170  -11.26        0.07           95.58 
180  170  -44.83        0.00           176.60 
0  175  -44.83        0.00           3.40 
5  175  -11.27        0.07           93.18 
10  175  -5.37        0.29           92.22 
15  175  -2.04        0.63           90.48 
20  175  0.18        1.04           88.66 
25  175  1.62        1.45           85.05 
30  175  2.52        1.79           81.39 
35  175  2.89        1.95           76.78 
40  175  2.83        1.92           72.07 
45  175  2.35        1.72           64.64 
50  175  0.98        1.25           66.71 
55  175  -0.77        0.84           49.10 
60  175  -2.20        0.60           44.85 
65  175  -3.59        0.44           46.12 
70  175  -4.13        0.39           56.02 
75  175  -3.17        0.48           70.03 
80  175  -1.44        0.72           80.14 
85  175  -0.09        0.98           85.11 
90  175  0.40        1.10           86.56 
95  175  -0.09        0.98           85.20 
100  175  -1.45        0.72           80.32 
105  175  -3.19        0.48           70.32 
110  175  -4.16        0.38           56.38 
115  175  -3.64        0.43           46.47 
120  175  -2.24        0.60           45.18 
125  175  -0.80        0.83           49.43 
130  175  0.97        1.25           67.04 
135  175  2.33        1.71           64.95 
140  175  2.81        1.91           72.40 
145  175  2.88        1.94           77.14 
150  175  2.51        1.78           81.80 
155  175  1.61        1.45           85.54 
160  175  0.17        1.04           89.26 
165  175  -2.04        0.63           91.29 
170  175  -5.37        0.29           93.42 
175  175  -11.26        0.07           95.58 
180  175  -44.83        0.00           176.60 
0  180  -44.83        0.00           3.40 
5  180  -11.27        0.07           93.18 
10  180  -5.37        0.29           92.22 
15  180  -2.04        0.63           90.48 
20  180  0.18        1.04           88.66 
25  180  1.62        1.45           85.05 
30  180  2.52        1.79           81.39 
35  180  2.89        1.95           76.78 
40  180  2.83        1.92           72.07 
45  180  2.35        1.72           64.64 
50  180  0.98        1.25           66.71 
55  180  -0.77        0.84           49.10 
60  180  -2.20        0.60           44.85 
65  180  -3.59        0.44           46.12 
70  180  -4.13        0.39           56.02 
75  180  -3.17        0.48           70.03 
80  180  -1.44        0.72           80.14 
85  180  -0.09        0.98           85.11 
90  180  0.40        1.10           86.56 
95  180  -0.09        0.98           85.20 
100  180  -1.45        0.72           80.32 
105  180  -3.19        0.48           70.32 
110  180  -4.16        0.38           56.38 
115  180  -3.64        0.43           46.47 
120  180  -2.24        0.60           45.18 
125  180  -0.80        0.83           49.43 
130  180  0.97        1.25           67.04 
135  180  2.33        1.71           64.95 
140  180  2.81        1.91           72.40 
145  180  2.88        1.94           77.14 
150  180  2.51        1.78           81.80 
155  180  1.61        1.45           85.54 
160  180  0.17        1.04           89.26 
165  180  -2.04        0.63           91.29 
170  180  -5.37        0.29           93.42 
175  180  -11.26        0.07           95.58 
180  180  -44.83        0.00           176.60 
0  185  -44.83        0.00           3.40 
5  185  -11.27        0.07           93.18 
10  185  -5.37        0.29           92.22 
15  185  -2.04        0.63           90.48 
20  185  0.18        1.04           88.66 
25  185  1.62        1.45           85.05 
30  185  2.52        1.79           81.39 
35  185  2.89        1.95           76.78 
40  185  2.83        1.92           72.07 
45  185  2.35        1.72           64.64 
50  185  0.98        1.25           66.71 
55  185  -0.77        0.84           49.10 
60  185  -2.20        0.60           44.85 
65  185  -3.59        0.44           46.12 
70  185  -4.13        0.39           56.02 
75  185  -3.17        0.48           70.03 
80  185  -1.44        0.72           80.14 
85  185  -0.09        0.98           85.11 
90  185  0.40        1.10           86.56 
95  185  -0.09        0.98           85.20 
100  185  -1.45        0.72           80.32 
105  185  -3.19        0.48           70.32 
110  185  -4.16        0.38           56.38 
115  185  -3.64        0.43           46.47 
120  185  -2.24        0.60           45.18 
125  185  -0.80        0.83           49.43 
130  185  0.97        1.25           67.04 
135  185  2.33        1.71           64.95 
140  185  2.81        1.91           72.40 
145  185  2.88        1.94           77.14 
150  185  2.51        1.78           81.80 
155  185  1.61        1.45           85.54 
160  185  0.17        1.04           89.26 
165  185  -2.04        0.63           91.29 
170  185  -5.37        0.29           93.42 
175  185  -11.26        0.07           95.58 
180  185  -44.83        0.00           176.60 
0  190  -44.83        0.00           3.40 
5  190  -11.27        0.07           93.18 
10  190  -5.37        0.29           92.22 
15  190  -2.04        0.63           90.48 
20  190  0.18        1.04           88.66 
25  190  1.62        1.45           85.05 
30  190  2.52        1.79           81.39 
35  190  2.89        1.95           76.78 
40  190  2.83        1.92           72.07 
45  190  2.35        1.72           64.64 
50  190  0.98        1.25           66.71 
55  190  -0.77        0.84           49.10 
60  190  -2.20        0.60           44.85 
65  190  -3.59        0.44           46.12 
70  190  -4.13        0.39           56.02 
75  190  -3.17        0.48           70.03 
80  190  -1.44        0.72           80.14 
85  190  -0.09        0.98           85.11 
90  190  0.40        1.10           86.56 
95  190  -0.09        0.98           85.20 
100  190  -1.45        0.72           80.32 
105  190  -3.19        0.48           70.32 
110  190  -4.16        0.38           56.38 
115  190  -3.64        0.43           46.47 
120  190  -2.24        0.60           45.18 
125  190  -0.80        0.83           49.43 
130  190  0.97        1.25           67.04 
135  190  2.33        1.71           64.95 
140  190  2.81        1.91           72.40 
145  190  2.88        1.94           77.14 
150  190  2.51        1.78           81.80 
155  190  1.61        1.45           85.54 
160  190  0.17        1.04           89.26 
165  190  -2.04        0.63           91.29 
170  190  -5.37        0.29           93.42 
175  190  -11.26        0.07           95.58 
180  190  -44.83        0.00           176.60 
0  195  -44.83        0.00           3.40 
5  195  -11.27        0.07           93.18 
10  195  -5.37        0.29           92.22 
15  195  -2.04        0.63           90.48 
20  195  0.18        1.04           88.66 
25  195  1.62        1.45           85.05 
30  195  2.52        1.79           81.39 
35  195  2.89        1.95           76.78 
40  195  2.83        1.92           72.07 
45  195  2.35        1.72           64.64 
50  195  0.98        1.25           66.71 
55  195  -0.77        0.84           49.10 
60  195  -2.20        0.60           44.85 
65  195  -3.59        0.44           46.12 
70  195  -4.13        0.39           56.02 
75  195  -3.17        0.48           70.03 
80  195  -1.44        0.72           80.14 
85  195  -0.09        0.98           85.11 
90  195  0.40        1.10           86.56 
95  195  -0.09        0.98           85.20 
100  195  -1.45        0.72           80.32 
105  195  -3.19        0.48           70.32 
110  195  -4.16        0.38           56.38 
115  195  -3.64        0.43           46.47 
120  195  -2.24        0.60           45.18 
125  195  -0.80        0.83           49.43 
130  195  0.97        1.25           67.04 
135  195  2.33        1.71           64.95 
140  195  2.81        1.91           72.40 
145  195  2.88        1.94           77.14 
150  195  2.51        1.78           81.80 
155  195  1.61        1.45           85.54 
160  195  0.17        1.04           89.26 
165  195  -2.04        0.63           91.29 
170  195  -5.37        0.29           93.42 
175  195  -11.26        0.07           95.58 
180  195  -44.83        0.00           176.60 
0  200  -44.83        0.00           3.40 
5  200  -11.27        0.07           93.18 
10  200  -5.37        0.29           92.22 
15  200  -2.04        0.63           90.48 
20  200  0.18        1.04           88.66 
25  200  1.62        1.45           85.05 
30  200  2.52        1.79           81.39 
35  200  2.89        1.95           76.78 
40  200  2.83        1.92           72.07 
45  200  2.35        1.72           64.64 
50  200  0.98        1.25           66.71 
55  200  -0.77        0.84           49.10 
60  200  -2.20        0.60           44.85 
65  200  -3.59        0.44           46.12 
70  200  -4.13        0.39           56.02 
75  200  -3.17        0.48           70.03 
80  200  -1.44        0.72           80.14 
85  200  -0.09        0.98           85.11 
90  200  0.40        1.10           86.56 
95  200  -0.09        0.98           85.20 
100  200  -1.45        0.72           80.32 
105  200  -3.19        0.48           70.32 
110  200  -4.16        0.38           56.38 
115  200  -3.64        0.43           46.47 
120  200  -2.24        0.60           45.18 
125  200  -0.80        0.83           49.43 
130  200  0.97        1.25           67.04 
135  200  2.33        1.71           64.95 
140  200  2.81        1.91           72.40 
145  200  2.88        1.94           77.14 
150  200  2.51        1.78           81.80 
155  200  1.61        1.45           85.54 
160  200  0.17        1.04           89.26 
165  200  -2.04        0.63           91.29 
170  200  -5.37        0.29           93.42 
175  200  -11.26        0.07           95.58 
180  200  -44.83        0.00           176.60 
0  205  -44.83        0.00           3.40 
5  205  -11.27        0.07           93.18 
10  205  -5.37        0.29           92.22 
15  205  -2.04        0.63           90.48 
20  205  0.18        1.04           88.66 
25  205  1.62        1.45           85.05 
30  205  2.52        1.79           81.39 
35  205  2.89        1.95           76.78 
40  205  2.83        1.92           72.07 
45  205  2.35        1.72           64.64 
50  205  0.98        1.25           66.71 
55  205  -0.77        0.84           49.10 
60  205  -2.20        0.60           44.85 
65  205  -3.59        0.44           46.12 
70  205  -4.13        0.39           56.02 
75  205  -3.17        0.48           70.03 
80  205  -1.44        0.72           80.14 
85  205  -0.09        0.98           85.11 
90  205  0.40        1.10           86.56 
95  205  -0.09        0.98           85.20 
100  205  -1.45        0.72           80.32 
105  205  -3.19        0.48           70.32 
110  205  -4.16        0.38           56.38 
115  205  -3.64        0.43           46.47 
120  205  -2.24        0.60           45.18 
125  205  -0.80        0.83           49.43 
130  205  0.97        1.25           67.04 
135  205  2.33        1.71           64.95 
140  205  2.81        1.91           72.40 
145  205  2.88        1.94           77.14 
150  205  2.51        1.78           81.80 
155  205  1.61        1.45           85.54 
160  205  0.17        1.04           89.26 
165  205  -2.04        0.63           91.29 
170  205  -5.37        0.29           93.42 
175  205  -11.26        0.07           95.58 
180  205  -44.83        0.00           176.60 
0  210  -44.83        0.00           3.40 
5  210  -11.27        0.07           93.18 
10  210  -5.37        0.29           92.22 
15  210  -2.04        0.63           90.48 
20  210  0.18        1.04           88.66 
25  210  1.62        1.45           85.05 
30  210  2.52        1.79           81.39 
35  210  2.89        1.95           76.78 
40  210  2.83        1.92           72.07 
45  210  2.35        1.72           64.64 
50  210  0.98        1.25           66.71 
55  210  -0.77        0.84           49.10 
60  210  -2.20        0.60           44.85 
65  210  -3.59        0.44           46.12 
70  210  -4.13        0.39           56.02 
75  210  -3.17        0.48           70.03 
80  210  -1.44        0.72           80.14 
85  210  -0.09        0.98           85.11 
90  210  0.40        1.10           86.56 
95  210  -0.09        0.98           85.20 
100  210  -1.45        0.72           80.32 
105  210  -3.19        0.48           70.32 
110  210  -4.16        0.38           56.38 
115  210  -3.64        0.43           46.47 
120  210  -2.24        0.60           45.18 
125  210  -0.80        0.83           49.43 
130  210  0.97        1.25           67.04 
