freq : 900.00 MHz
SWR : 7.04
 Theta     Phi     Gain(dB)     Gain     Phase(deg) 
25  320  1.62        1.45           85.05 
30  320  2.52        1.79           81.39 
35  320  2.89        1.95           76.78 
40  320  2.83        1.92           72.07 
45  320  2.35        1.72           64.64 
50  320  0.98        1.25           66.71 
55  320  -0.77        0.84           49.10 
60  320  -2.20        0.60           44.85 
65  320  -3.59        0.44           46.12 
70  320  -4.13        0.39           56.02 
75  320  -3.17        0.48           70.03 
80  320  -1.44        0.72           80.14 
85  320  -0.09        0.98           85.11 
90  320  0.40        1.10           86.56 
95  320  -0.09        0.98           85.20 
100  320  -1.45        0.72           80.32 
105  320  -3.19        0.48           70.32 
110  320  -4.16        0.38           56.38 
115  320  -3.64        0.43           46.47 
120  320  -2.24        0.60           45.18 
125  320  -0.80        0.83           49.43 
130  320  0.97        1.25           67.04 
135  320  2.33        1.71           64.95 
140  320  2.81        1.91           72.40 
145  320  2.88        1.94           77.14 
150  320  2.51        1.78           81.80 
155  320  1.61        1.45           85.54 
160  320  0.17        1.04           89.26 
165  320  -2.04        0.63           91.29 
170  320  -5.37        0.29           93.42 
175  320  -11.26        0.07           95.58 
180  320  -44.83        0.00           176.60 
0  325  -44.83        0.00           3.40 
5  325  -11.27        0.07           93.18 
10  325  -5.37        0.29           92.22 
15  325  -2.04        0.63           90.48 
20  325  0.18        1.04           88.66 
25  325  1.62        1.45           85.05 
30  325  2.52        1.79           81.39 
35  325  2.89        1.95           76.78 
40  325  2.83        1.92           72.07 
45  325  2.35        1.72           64.64 
50  325  0.98        1.25           66.71 
55  325  -0.77        0.84           49.10 
60  325  -2.20        0.60           44.85 
65  325  -3.59        0.44           46.12 
70  325  -4.13        0.39           56.02 
75  325  -3.17        0.48           70.03 
80  325  -1.44        0.72           80.14 
85  325  -0.09        0.98           85.11 
90  325  0.40        1.10           86.56 
95  325  -0.09        0.98           85.20 
100  325  -1.45        0.72           80.32 
105  325  -3.19        0.48           70.32 
110  325  -4.16        0.38           56.38 
115  325  -3.64        0.43           46.47 
120  325  -2.24        0.60           45.18 
125  325  -0.80        0.83           49.43 
130  325  0.97        1.25           67.04 
135  325  2.33        1.71           64.95 
140  325  2.81        1.91           72.40 
145  325  2.88        1.94           77.14 
150  325  2.51        1.78           81.80 
155  325  1.61        1.45           85.54 
160  325  0.17        1.04           89.26 
165  325  -2.04        0.63           91.29 
170  325  -5.37        0.29           93.42 
175  325  -11.26        0.07           95.58 
180  325  -44.83        0.00           176.60 
0  330  -44.83        0.00           3.40 
5  330  -11.27        0.07           93.18 
10  330  -5.37        0.29           92.22 
15  330  -2.04        0.63           90.48 
20  330  0.18        1.04           88.66 
25  330  1.62        1.45           85.05 
30  330  2.52        1.79           81.39 
35  330  2.89        1.95           76.78 
40  330  2.83        1.92           72.07 
45  330  2.35        1.72           64.64 
50  330  0.98        1.25           66.71 
55  330  -0.77        0.84           49.10 
60  330  -2.20        0.60           44.85 
65  330  -3.59        0.44           46.12 
70  330  -4.13        0.39           56.02 
75  330  -3.17        0.48           70.03 
80  330  -1.44        0.72           80.14 
85  330  -0.09        0.98           85.11 
90  330  0.40        1.10           86.56 
95  330  -0.09        0.98           85.20 
100  330  -1.45        0.72           80.32 
105  330  -3.19        0.48           70.32 
110  330  -4.16        0.38           56.38 
115  330  -3.64        0.43           46.47 
120  330  -2.24        0.60           45.18 
125  330  -0.80        0.83           49.43 
130  330  0.97        1.25           67.04 
135  330  2.33        1.71           64.95 
140  330  2.81        1.91           72.40 
145  330  2.88        1.94           77.14 
150  330  2.51        1.78           81.80 
155  330  1.61        1.45           85.54 
160  330  0.17        1.04           89.26 
165  330  -2.04        0.63           91.29 
170  330  -5.37        0.29           93.42 
175  330  -11.26        0.07           95.58 
180  330  -44.83        0.00           176.60 
0  335  -44.83        0.00           3.40 
5  335  -11.27        0.07           93.18 
10  335  -5.37        0.29           92.22 
15  335  -2.04        0.63           90.48 
20  335  0.18        1.04           88.66 
25  335  1.62        1.45           85.05 
30  335  2.52        1.79           81.39 
35  335  2.89        1.95           76.78 
40  335  2.83        1.92           72.07 
45  335  2.35        1.72           64.64 
50  335  0.98        1.25           66.71 
55  335  -0.77        0.84           49.10 
60  335  -2.20        0.60           44.85 
65  335  -3.59        0.44           46.12 
70  335  -4.13        0.39           56.02 
75  335  -3.17        0.48           70.03 
80  335  -1.44        0.72           80.14 
85  335  -0.09        0.98           85.11 
90  335  0.40        1.10           86.56 
95  335  -0.09        0.98           85.20 
100  335  -1.45        0.72           80.32 
105  335  -3.19        0.48           70.32 
110  335  -4.16        0.38           56.38 
115  335  -3.64        0.43           46.47 
120  335  -2.24        0.60           45.18 
125  335  -0.80        0.83           49.43 
130  335  0.97        1.25           67.04 
135  335  2.33        1.71           64.95 
140  335  2.81        1.91           72.40 
145  335  2.88        1.94           77.14 
150  335  2.51        1.78           81.80 
155  335  1.61        1.45           85.54 
160  335  0.17        1.04           89.26 
165  335  -2.04        0.63           91.29 
170  335  -5.37        0.29           93.42 
175  335  -11.26        0.07           95.58 
180  335  -44.83        0.00           176.60 
0  340  -44.83        0.00           3.40 
5  340  -11.27        0.07           93.18 
10  340  -5.37        0.29           92.22 
15  340  -2.04        0.63           90.48 
20  340  0.18        1.04           88.66 
25  340  1.62        1.45           85.05 
30  340  2.52        1.79           81.39 
35  340  2.89        1.95           76.78 
40  340  2.83        1.92           72.07 
45  340  2.35        1.72           64.64 
50  340  0.98        1.25           66.71 
55  340  -0.77        0.84           49.10 
60  340  -2.20        0.60           44.85 
65  340  -3.59        0.44           46.12 
70  340  -4.13        0.39           56.02 
75  340  -3.17        0.48           70.03 
80  340  -1.44        0.72           80.14 
85  340  -0.09        0.98           85.11 
90  340  0.40        1.10           86.56 
95  340  -0.09        0.98           85.20 
100  340  -1.45        0.72           80.32 
105  340  -3.19        0.48           70.32 
110  340  -4.16        0.38           56.38 
115  340  -3.64        0.43           46.47 
120  340  -2.24        0.60           45.18 
125  340  -0.80        0.83           49.43 
130  340  0.97        1.25           67.04 
135  340  2.33        1.71           64.95 
140  340  2.81        1.91           72.40 
145  340  2.88        1.94           77.14 
150  340  2.51        1.78           81.80 
155  340  1.61        1.45           85.54 
160  340  0.17        1.04           89.26 
165  340  -2.04        0.63           91.29 
170  340  -5.37        0.29           93.42 
175  340  -11.26        0.07           95.58 
180  340  -44.83        0.00           176.60 
0  345  -44.83        0.00           3.40 
5  345  -11.27        0.07           93.18 
10  345  -5.37        0.29           92.22 
15  345  -2.04        0.63           90.48 
20  345  0.18        1.04           88.66 
25  345  1.62        1.45           85.05 
30  345  2.52        1.79           81.39 
35  345  2.89        1.95           76.78 
40  345  2.83        1.92           72.07 
45  345  2.35        1.72           64.64 
50  345  0.98        1.25           66.71 
55  345  -0.77        0.84           49.10 
60  345  -2.20        0.60           44.85 
65  345  -3.59        0.44           46.12 
70  345  -4.13        0.39           56.02 
75  345  -3.17        0.48           70.03 
80  345  -1.44        0.72           80.14 
85  345  -0.09        0.98           85.11 
90  345  0.40        1.10           86.56 
95  345  -0.09        0.98           85.20 
100  345  -1.45        0.72           80.32 
105  345  -3.19        0.48           70.32 
110  345  -4.16        0.38           56.38 
115  345  -3.64        0.43           46.47 
120  345  -2.24        0.60           45.18 
125  345  -0.80        0.83           49.43 
130  345  0.97        1.25           67.04 
135  345  2.33        1.71           64.95 
140  345  2.81        1.91           72.40 
145  345  2.88        1.94           77.14 
150  345  2.51        1.78           81.80 
155  345  1.61        1.45           85.54 
160  345  0.17        1.04           89.26 
165  345  -2.04        0.63           91.29 
170  345  -5.37        0.29           93.42 
175  345  -11.26        0.07           95.58 
180  345  -44.83        0.00           176.60 
0  350  -44.83        0.00           3.40 
5  350  -11.27        0.07           93.18 
10  350  -5.37        0.29           92.22 
15  350  -2.04        0.63           90.48 
20  350  0.18        1.04           88.66 
25  350  1.62        1.45           85.05 
30  350  2.52        1.79           81.39 
35  350  2.89        1.95           76.78 
40  350  2.83        1.92           72.07 
45  350  2.35        1.72           64.64 
50  350  0.98        1.25           66.71 
55  350  -0.77        0.84           49.10 
60  350  -2.20        0.60           44.85 
65  350  -3.59        0.44           46.12 
70  350  -4.13        0.39           56.02 
75  350  -3.17        0.48           70.03 
80  350  -1.44        0.72           80.14 
85  350  -0.09        0.98           85.11 
90  350  0.40        1.10           86.56 
95  350  -0.09        0.98           85.20 
100  350  -1.45        0.72           80.32 
105  350  -3.19        0.48           70.32 
110  350  -4.16        0.38           56.38 
115  350  -3.64        0.43           46.47 
120  350  -2.24        0.60           45.18 
125  350  -0.80        0.83           49.43 
130  350  0.97        1.25           67.04 
135  350  2.33        1.71           64.95 
140  350  2.81        1.91           72.40 
145  350  2.88        1.94           77.14 
150  350  2.51        1.78           81.80 
155  350  1.61        1.45           85.54 
160  350  0.17        1.04           89.26 
165  350  -2.04        0.63           91.29 
170  350  -5.37        0.29           93.42 
175  350  -11.26        0.07           95.58 
180  350  -44.83        0.00           176.60 
0  355  -44.83        0.00           3.40 
5  355  -11.27        0.07           93.18 
10  355  -5.37        0.29           92.22 
15  355  -2.04        0.63           90.48 
20  355  0.18        1.04           88.66 
25  355  1.62        1.45           85.05 
30  355  2.52        1.79           81.39 
35  355  2.89        1.95           76.78 
40  355  2.83        1.92           72.07 
45  355  2.35        1.72           64.64 
50  355  0.98        1.25           66.71 
55  355  -0.77        0.84           49.10 
60  355  -2.20        0.60           44.85 
65  355  -3.59        0.44           46.12 
70  355  -4.13        0.39           56.02 
75  355  -3.17        0.48           70.03 
80  355  -1.44        0.72           80.14 
85  355  -0.09        0.98           85.11 
90  355  0.40        1.10           86.56 
95  355  -0.09        0.98           85.20 
100  355  -1.45        0.72           80.32 
105  355  -3.19        0.48           70.32 
110  355  -4.16        0.38           56.38 
115  355  -3.64        0.43           46.47 
120  355  -2.24        0.60           45.18 
125  355  -0.80        0.83           49.43 
130  355  0.97        1.25           67.04 
135  355  2.33        1.71           64.95 
140  355  2.81        1.91           72.40 
145  355  2.88        1.94           77.14 
150  355  2.51        1.78           81.80 
155  355  1.61        1.45           85.54 
160  355  0.17        1.04           89.26 
165  355  -2.04        0.63           91.29 
170  355  -5.37        0.29           93.42 
175  355  -11.26        0.07           95.58 
180  355  -44.83        0.00           176.60 
