freq : 866.66 MHz
SWR : 6.50
 Theta     Phi     Gain(dB)     Gain     Phase(deg) 
60  105  -1.49        0.71           52.50 
65  105  -2.68        0.54           52.47 
70  105  -3.39        0.46           61.40 
75  105  -2.96        0.51           76.76 
80  105  -1.59        0.69           89.76 
85  105  -0.36        0.92           96.78 
90  105  0.11        1.03           98.89 
95  105  -0.36        0.92           96.86 
100  105  -1.60        0.69           89.94 
105  105  -2.98        0.50           77.04 
110  105  -3.42        0.45           61.74 
115  105  -2.72        0.53           52.82 
120  105  -1.53        0.70           52.85 
125  105  -0.23        0.95           57.70 
130  105  0.82        1.21           63.52 
135  105  1.35        1.36           88.33 
140  105  3.05        2.02           83.01 
145  105  2.84        1.92           89.96 
150  105  2.49        1.77           92.60 
155  105  1.60        1.45           98.28 
160  105  0.20        1.05           101.50 
165  105  -1.90        0.65           102.61 
170  105  -5.17        0.30           105.29 
175  105  -11.03        0.08           107.92 
180  105  -44.80        0.00           175.51 
0  110  -44.80        0.00           4.49 
5  110  -11.11        0.08           105.62 
10  110  -5.20        0.30           104.13 
15  110  -1.92        0.64           101.83 
20  110  0.19        1.04           100.90 
25  110  1.59        1.44           97.79 
30  110  2.49        1.77           92.18 
35  110  2.84        1.92           89.58 
40  110  3.06        2.02           82.66 
45  110  1.34        1.36           87.94 
50  110  0.84        1.21           63.15 
55  110  -0.20        0.95           57.34 
60  110  -1.49        0.71           52.50 
65  110  -2.68        0.54           52.47 
70  110  -3.39        0.46           61.40 
75  110  -2.96        0.51           76.76 
80  110  -1.59        0.69           89.76 
85  110  -0.36        0.92           96.78 
90  110  0.11        1.03           98.89 
95  110  -0.36        0.92           96.86 
100  110  -1.60        0.69           89.94 
105  110  -2.98        0.50           77.04 
110  110  -3.42        0.45           61.74 
115  110  -2.72        0.53           52.82 
120  110  -1.53        0.70           52.85 
125  110  -0.23        0.95           57.70 
130  110  0.82        1.21           63.52 
135  110  1.35        1.36           88.33 
140  110  3.05        2.02           83.01 
145  110  2.84        1.92           89.96 
150  110  2.49        1.77           92.60 
155  110  1.60        1.45           98.28 
160  110  0.20        1.05           101.50 
165  110  -1.90        0.65           102.61 
170  110  -5.17        0.30           105.29 
175  110  -11.03        0.08           107.92 
180  110  -44.80        0.00           175.51 
0  115  -44.80        0.00           4.49 
5  115  -11.11        0.08           105.62 
10  115  -5.20        0.30           104.13 
15  115  -1.92        0.64           101.83 
20  115  0.19        1.04           100.90 
25  115  1.59        1.44           97.79 
30  115  2.49        1.77           92.18 
35  115  2.84        1.92           89.58 
40  115  3.06        2.02           82.66 
45  115  1.34        1.36           87.94 
50  115  0.84        1.21           63.15 
55  115  -0.20        0.95           57.34 
60  115  -1.49        0.71           52.50 
65  115  -2.68        0.54           52.47 
70  115  -3.39        0.46           61.40 
75  115  -2.96        0.51           76.76 
80  115  -1.59        0.69           89.76 
85  115  -0.36        0.92           96.78 
90  115  0.11        1.03           98.89 
95  115  -0.36        0.92           96.86 
100  115  -1.60        0.69           89.94 
105  115  -2.98        0.50           77.04 
110  115  -3.42        0.45           61.74 
115  115  -2.72        0.53           52.82 
120  115  -1.53        0.70           52.85 
125  115  -0.23        0.95           57.70 
130  115  0.82        1.21           63.52 
135  115  1.35        1.36           88.33 
140  115  3.05        2.02           83.01 
145  115  2.84        1.92           89.96 
150  115  2.49        1.77           92.60 
155  115  1.60        1.45           98.28 
160  115  0.20        1.05           101.50 
165  115  -1.90        0.65           102.61 
170  115  -5.17        0.30           105.29 
175  115  -11.03        0.08           107.92 
180  115  -44.80        0.00           175.51 
0  120  -44.80        0.00           4.49 
5  120  -11.11        0.08           105.62 
10  120  -5.20        0.30           104.13 
15  120  -1.92        0.64           101.83 
20  120  0.19        1.04           100.90 
25  120  1.59        1.44           97.79 
30  120  2.49        1.77           92.18 
35  120  2.84        1.92           89.58 
40  120  3.06        2.02           82.66 
45  120  1.34        1.36           87.94 
50  120  0.84        1.21           63.15 
55  120  -0.20        0.95           57.34 
60  120  -1.49        0.71           52.50 
65  120  -2.68        0.54           52.47 
70  120  -3.39        0.46           61.40 
75  120  -2.96        0.51           76.76 
80  120  -1.59        0.69           89.76 
85  120  -0.36        0.92           96.78 
90  120  0.11        1.03           98.89 
95  120  -0.36        0.92           96.86 
100  120  -1.60        0.69           89.94 
105  120  -2.98        0.50           77.04 
110  120  -3.42        0.45           61.74 
115  120  -2.72        0.53           52.82 
120  120  -1.53        0.70           52.85 
125  120  -0.23        0.95           57.70 
130  120  0.82        1.21           63.52 
135  120  1.35        1.36           88.33 
140  120  3.05        2.02           83.01 
145  120  2.84        1.92           89.96 
150  120  2.49        1.77           92.60 
155  120  1.60        1.45           98.28 
160  120  0.20        1.05           101.50 
165  120  -1.90        0.65           102.61 
170  120  -5.17        0.30           105.29 
175  120  -11.03        0.08           107.92 
180  120  -44.80        0.00           175.51 
0  125  -44.80        0.00           4.49 
5  125  -11.11        0.08           105.62 
10  125  -5.20        0.30           104.13 
15  125  -1.92        0.64           101.83 
20  125  0.19        1.04           100.90 
25  125  1.59        1.44           97.79 
30  125  2.49        1.77           92.18 
35  125  2.84        1.92           89.58 
40  125  3.06        2.02           82.66 
45  125  1.34        1.36           87.94 
50  125  0.84        1.21           63.15 
55  125  -0.20        0.95           57.34 
60  125  -1.49        0.71           52.50 
65  125  -2.68        0.54           52.47 
70  125  -3.39        0.46           61.40 
75  125  -2.96        0.51           76.76 
80  125  -1.59        0.69           89.76 
85  125  -0.36        0.92           96.78 
90  125  0.11        1.03           98.89 
95  125  -0.36        0.92           96.86 
100  125  -1.60        0.69           89.94 
105  125  -2.98        0.50           77.04 
110  125  -3.42        0.45           61.74 
115  125  -2.72        0.53           52.82 
120  125  -1.53        0.70           52.85 
125  125  -0.23        0.95           57.70 
130  125  0.82        1.21           63.52 
135  125  1.35        1.36           88.33 
140  125  3.05        2.02           83.01 
145  125  2.84        1.92           89.96 
150  125  2.49        1.77           92.60 
155  125  1.60        1.45           98.28 
160  125  0.20        1.05           101.50 
165  125  -1.90        0.65           102.61 
170  125  -5.17        0.30           105.29 
175  125  -11.03        0.08           107.92 
180  125  -44.80        0.00           175.51 
0  130  -44.80        0.00           4.49 
5  130  -11.11        0.08           105.62 
10  130  -5.20        0.30           104.13 
15  130  -1.92        0.64           101.83 
20  130  0.19        1.04           100.90 
25  130  1.59        1.44           97.79 
30  130  2.49        1.77           92.18 
35  130  2.84        1.92           89.58 
40  130  3.06        2.02           82.66 
45  130  1.34        1.36           87.94 
50  130  0.84        1.21           63.15 
55  130  -0.20        0.95           57.34 
60  130  -1.49        0.71           52.50 
65  130  -2.68        0.54           52.47 
70  130  -3.39        0.46           61.40 
75  130  -2.96        0.51           76.76 
80  130  -1.59        0.69           89.76 
85  130  -0.36        0.92           96.78 
90  130  0.11        1.03           98.89 
95  130  -0.36        0.92           96.86 
100  130  -1.60        0.69           89.94 
105  130  -2.98        0.50           77.04 
110  130  -3.42        0.45           61.74 
115  130  -2.72        0.53           52.82 
120  130  -1.53        0.70           52.85 
125  130  -0.23        0.95           57.70 
130  130  0.82        1.21           63.52 
135  130  1.35        1.36           88.33 
140  130  3.05        2.02           83.01 
145  130  2.84        1.92           89.96 
150  130  2.49        1.77           92.60 
155  130  1.60        1.45           98.28 
160  130  0.20        1.05           101.50 
165  130  -1.90        0.65           102.61 
170  130  -5.17        0.30           105.29 
175  130  -11.03        0.08           107.92 
180  130  -44.80        0.00           175.51 
0  135  -44.80        0.00           4.49 
5  135  -11.11        0.08           105.62 
10  135  -5.20        0.30           104.13 
15  135  -1.92        0.64           101.83 
20  135  0.19        1.04           100.90 
25  135  1.59        1.44           97.79 
30  135  2.49        1.77           92.18 
35  135  2.84        1.92           89.58 
40  135  3.06        2.02           82.66 
45  135  1.34        1.36           87.94 
50  135  0.84        1.21           63.15 
55  135  -0.20        0.95           57.34 
60  135  -1.49        0.71           52.50 
65  135  -2.68        0.54           52.47 
70  135  -3.39        0.46           61.40 
75  135  -2.96        0.51           76.76 
80  135  -1.59        0.69           89.76 
85  135  -0.36        0.92           96.78 
90  135  0.11        1.03           98.89 
95  135  -0.36        0.92           96.86 
100  135  -1.60        0.69           89.94 
105  135  -2.98        0.50           77.04 
110  135  -3.42        0.45           61.74 
115  135  -2.72        0.53           52.82 
120  135  -1.53        0.70           52.85 
125  135  -0.23        0.95           57.70 
130  135  0.82        1.21           63.52 
135  135  1.35        1.36           88.33 
140  135  3.05        2.02           83.01 
145  135  2.84        1.92           89.96 
150  135  2.49        1.77           92.60 
155  135  1.60        1.45           98.28 
160  135  0.20        1.05           101.50 
165  135  -1.90        0.65           102.61 
170  135  -5.17        0.30           105.29 
175  135  -11.03        0.08           107.92 
180  135  -44.80        0.00           175.51 
0  140  -44.80        0.00           4.49 
5  140  -11.11        0.08           105.62 
10  140  -5.20        0.30           104.13 
15  140  -1.92        0.64           101.83 
20  140  0.19        1.04           100.90 
25  140  1.59        1.44           97.79 
30  140  2.49        1.77           92.18 
35  140  2.84        1.92           89.58 
40  140  3.06        2.02           82.66 
45  140  1.34        1.36           87.94 
50  140  0.84        1.21           63.15 
55  140  -0.20        0.95           57.34 
60  140  -1.49        0.71           52.50 
65  140  -2.68        0.54           52.47 
70  140  -3.39        0.46           61.40 
75  140  -2.96        0.51           76.76 
80  140  -1.59        0.69           89.76 
85  140  -0.36        0.92           96.78 
90  140  0.11        1.03           98.89 
95  140  -0.36        0.92           96.86 
100  140  -1.60        0.69           89.94 
105  140  -2.98        0.50           77.04 
110  140  -3.42        0.45           61.74 
115  140  -2.72        0.53           52.82 
120  140  -1.53        0.70           52.85 
125  140  -0.23        0.95           57.70 
130  140  0.82        1.21           63.52 
135  140  1.35        1.36           88.33 
140  140  3.05        2.02           83.01 
145  140  2.84        1.92           89.96 
150  140  2.49        1.77           92.60 
155  140  1.60        1.45           98.28 
160  140  0.20        1.05           101.50 
165  140  -1.90        0.65           102.61 
170  140  -5.17        0.30           105.29 
175  140  -11.03        0.08           107.92 
180  140  -44.80        0.00           175.51 
0  145  -44.80        0.00           4.49 
5  145  -11.11        0.08           105.62 
10  145  -5.20        0.30           104.13 
15  145  -1.92        0.64           101.83 
20  145  0.19        1.04           100.90 
25  145  1.59        1.44           97.79 
30  145  2.49        1.77           92.18 
35  145  2.84        1.92           89.58 
40  145  3.06        2.02           82.66 
45  145  1.34        1.36           87.94 
50  145  0.84        1.21           63.15 
55  145  -0.20        0.95           57.34 
60  145  -1.49        0.71           52.50 
65  145  -2.68        0.54           52.47 
70  145  -3.39        0.46           61.40 
75  145  -2.96        0.51           76.76 
80  145  -1.59        0.69           89.76 
85  145  -0.36        0.92           96.78 
90  145  0.11        1.03           98.89 
95  145  -0.36        0.92           96.86 
100  145  -1.60        0.69           89.94 
105  145  -2.98        0.50           77.04 
110  145  -3.42        0.45           61.74 
115  145  -2.72        0.53           52.82 
120  145  -1.53        0.70           52.85 
125  145  -0.23        0.95           57.70 
130  145  0.82        1.21           63.52 
135  145  1.35        1.36           88.33 
140  145  3.05        2.02           83.01 
145  145  2.84        1.92           89.96 
150  145  2.49        1.77           92.60 
155  145  1.60        1.45           98.28 
160  145  0.20        1.05           101.50 
165  145  -1.90        0.65           102.61 
170  145  -5.17        0.30           105.29 
175  145  -11.03        0.08           107.92 
180  145  -44.80        0.00           175.51 
0  150  -44.80        0.00           4.49 
5  150  -11.11        0.08           105.62 
10  150  -5.20        0.30           104.13 
15  150  -1.92        0.64           101.83 
20  150  0.19        1.04           100.90 
25  150  1.59        1.44           97.79 
30  150  2.49        1.77           92.18 
35  150  2.84        1.92           89.58 
40  150  3.06        2.02           82.66 
45  150  1.34        1.36           87.94 
50  150  0.84        1.21           63.15 
55  150  -0.20        0.95           57.34 
60  150  -1.49        0.71           52.50 
65  150  -2.68        0.54           52.47 
70  150  -3.39        0.46           61.40 
75  150  -2.96        0.51           76.76 
80  150  -1.59        0.69           89.76 
85  150  -0.36        0.92           96.78 
90  150  0.11        1.03           98.89 
95  150  -0.36        0.92           96.86 
100  150  -1.60        0.69           89.94 
105  150  -2.98        0.50           77.04 
110  150  -3.42        0.45           61.74 
115  150  -2.72        0.53           52.82 
120  150  -1.53        0.70           52.85 
125  150  -0.23        0.95           57.70 
130  150  0.82        1.21           63.52 
135  150  1.35        1.36           88.33 
140  150  3.05        2.02           83.01 
145  150  2.84        1.92           89.96 
150  150  2.49        1.77           92.60 
155  150  1.60        1.45           98.28 
160  150  0.20        1.05           101.50 
165  150  -1.90        0.65           102.61 
170  150  -5.17        0.30           105.29 
175  150  -11.03        0.08           107.92 
180  150  -44.80        0.00           175.51 
0  155  -44.80        0.00           4.49 
5  155  -11.11        0.08           105.62 
10  155  -5.20        0.30           104.13 
15  155  -1.92        0.64           101.83 
20  155  0.19        1.04           100.90 
25  155  1.59        1.44           97.79 
30  155  2.49        1.77           92.18 
35  155  2.84        1.92           89.58 
40  155  3.06        2.02           82.66 
45  155  1.34        1.36           87.94 
50  155  0.84        1.21           63.15 
55  155  -0.20        0.95           57.34 
60  155  -1.49        0.71           52.50 
65  155  -2.68        0.54           52.47 
70  155  -3.39        0.46           61.40 
75  155  -2.96        0.51           76.76 
80  155  -1.59        0.69           89.76 
85  155  -0.36        0.92           96.78 
90  155  0.11        1.03           98.89 
95  155  -0.36        0.92           96.86 
100  155  -1.60        0.69           89.94 
105  155  -2.98        0.50           77.04 
110  155  -3.42        0.45           61.74 
115  155  -2.72        0.53           52.82 
120  155  -1.53        0.70           52.85 
125  155  -0.23        0.95           57.70 
130  155  0.82        1.21           63.52 
135  155  1.35        1.36           88.33 
140  155  3.05        2.02           83.01 
145  155  2.84        1.92           89.96 
150  155  2.49        1.77           92.60 
155  155  1.60        1.45           98.28 
160  155  0.20        1.05           101.50 
165  155  -1.90        0.65           102.61 
170  155  -5.17        0.30           105.29 
175  155  -11.03        0.08           107.92 
180  155  -44.80        0.00           175.51 
0  160  -44.80        0.00           4.49 
5  160  -11.11        0.08           105.62 
10  160  -5.20        0.30           104.13 
15  160  -1.92        0.64           101.83 
20  160  0.19        1.04           100.90 
25  160  1.59        1.44           97.79 
30  160  2.49        1.77           92.18 
35  160  2.84        1.92           89.58 
40  160  3.06        2.02           82.66 
45  160  1.34        1.36           87.94 
50  160  0.84        1.21           63.15 
55  160  -0.20        0.95           57.34 
60  160  -1.49        0.71           52.50 
65  160  -2.68        0.54           52.47 
70  160  -3.39        0.46           61.40 
75  160  -2.96        0.51           76.76 
80  160  -1.59        0.69           89.76 
85  160  -0.36        0.92           96.78 
90  160  0.11        1.03           98.89 
95  160  -0.36        0.92           96.86 
100  160  -1.60        0.69           89.94 
105  160  -2.98        0.50           77.04 
110  160  -3.42        0.45           61.74 
115  160  -2.72        0.53           52.82 
120  160  -1.53        0.70           52.85 
125  160  -0.23        0.95           57.70 
130  160  0.82        1.21           63.52 
135  160  1.35        1.36           88.33 
140  160  3.05        2.02           83.01 
145  160  2.84        1.92           89.96 
150  160  2.49        1.77           92.60 
155  160  1.60        1.45           98.28 
160  160  0.20        1.05           101.50 
165  160  -1.90        0.65           102.61 
170  160  -5.17        0.30           105.29 
175  160  -11.03        0.08           107.92 
180  160  -44.80        0.00           175.51 
0  165  -44.80        0.00           4.49 
5  165  -11.11        0.08           105.62 
10  165  -5.20        0.30           104.13 
15  165  -1.92        0.64           101.83 
20  165  0.19        1.04           100.90 
25  165  1.59        1.44           97.79 
30  165  2.49        1.77           92.18 
35  165  2.84        1.92           89.58 
40  165  3.06        2.02           82.66 
45  165  1.34        1.36           87.94 
50  165  0.84        1.21           63.15 
55  165  -0.20        0.95           57.34 
60  165  -1.49        0.71           52.50 
65  165  -2.68        0.54           52.47 
70  165  -3.39        0.46           61.40 
75  165  -2.96        0.51           76.76 
80  165  -1.59        0.69           89.76 
85  165  -0.36        0.92           96.78 
90  165  0.11        1.03           98.89 
95  165  -0.36        0.92           96.86 
100  165  -1.60        0.69           89.94 
105  165  -2.98        0.50           77.04 
110  165  -3.42        0.45           61.74 
115  165  -2.72        0.53           52.82 
120  165  -1.53        0.70           52.85 
125  165  -0.23        0.95           57.70 
130  165  0.82        1.21           63.52 
135  165  1.35        1.36           88.33 
140  165  3.05        2.02           83.01 
145  165  2.84        1.92           89.96 
150  165  2.49        1.77           92.60 
155  165  1.60        1.45           98.28 
160  165  0.20        1.05           101.50 
165  165  -1.90        0.65           102.61 
170  165  -5.17        0.30           105.29 
175  165  -11.03        0.08           107.92 
180  165  -44.80        0.00           175.51 
0  170  -44.80        0.00           4.49 
5  170  -11.11        0.08           105.62 
10  170  -5.20        0.30           104.13 
15  170  -1.92        0.64           101.83 
20  170  0.19        1.04           100.90 
25  170  1.59        1.44           97.79 
30  170  2.49        1.77           92.18 
35  170  2.84        1.92           89.58 
40  170  3.06        2.02           82.66 
45  170  1.34        1.36           87.94 
50  170  0.84        1.21           63.15 
55  170  -0.20        0.95           57.34 
60  170  -1.49        0.71           52.50 
65  170  -2.68        0.54           52.47 
70  170  -3.39        0.46           61.40 
75  170  -2.96        0.51           76.76 
80  170  -1.59        0.69           89.76 
85  170  -0.36        0.92           96.78 
90  170  0.11        1.03           98.89 
95  170  -0.36        0.92           96.86 
100  170  -1.60        0.69           89.94 
105  170  -2.98        0.50           77.04 
110  170  -3.42        0.45           61.74 
115  170  -2.72        0.53           52.82 
120  170  -1.53        0.70           52.85 
125  170  -0.23        0.95           57.70 
130  170  0.82        1.21           63.52 
135  170  1.35        1.36           88.33 
140  170  3.05        2.02           83.01 
145  170  2.84        1.92           89.96 
150  170  2.49        1.77           92.60 
155  170  1.60        1.45           98.28 
160  170  0.20        1.05           101.50 
165  170  -1.90        0.65           102.61 
170  170  -5.17        0.30           105.29 
175  170  -11.03        0.08           107.92 
180  170  -44.80        0.00           175.51 
0  175  -44.80        0.00           4.49 
5  175  -11.11        0.08           105.62 
10  175  -5.20        0.30           104.13 
15  175  -1.92        0.64           101.83 
20  175  0.19        1.04           100.90 
25  175  1.59        1.44           97.79 
30  175  2.49        1.77           92.18 
35  175  2.84        1.92           89.58 
40  175  3.06        2.02           82.66 
45  175  1.34        1.36           87.94 
50  175  0.84        1.21           63.15 
55  175  -0.20        0.95           57.34 
60  175  -1.49        0.71           52.50 
65  175  -2.68        0.54           52.47 
70  175  -3.39        0.46           61.40 
75  175  -2.96        0.51           76.76 
80  175  -1.59        0.69           89.76 
85  175  -0.36        0.92           96.78 
90  175  0.11        1.03           98.89 
95  175  -0.36        0.92           96.86 
100  175  -1.60        0.69           89.94 
105  175  -2.98        0.50           77.04 
110  175  -3.42        0.45           61.74 
115  175  -2.72        0.53           52.82 
120  175  -1.53        0.70           52.85 
125  175  -0.23        0.95           57.70 
130  175  0.82        1.21           63.52 
135  175  1.35        1.36           88.33 
140  175  3.05        2.02           83.01 
145  175  2.84        1.92           89.96 
150  175  2.49        1.77           92.60 
155  175  1.60        1.45           98.28 
160  175  0.20        1.05           101.50 
165  175  -1.90        0.65           102.61 
170  175  -5.17        0.30           105.29 
175  175  -11.03        0.08           107.92 
180  175  -44.80        0.00           175.51 
0  180  -44.80        0.00           4.49 
5  180  -11.11        0.08           105.62 
10  180  -5.20        0.30           104.13 
15  180  -1.92        0.64           101.83 
20  180  0.19        1.04           100.90 
25  180  1.59        1.44           97.79 
30  180  2.49        1.77           92.18 
35  180  2.84        1.92           89.58 
40  180  3.06        2.02           82.66 
45  180  1.34        1.36           87.94 
50  180  0.84        1.21           63.15 
55  180  -0.20        0.95           57.34 
60  180  -1.49        0.71           52.50 
65  180  -2.68        0.54           52.47 
70  180  -3.39        0.46           61.40 
75  180  -2.96        0.51           76.76 
80  180  -1.59        0.69           89.76 
85  180  -0.36        0.92           96.78 
90  180  0.11        1.03           98.89 
95  180  -0.36        0.92           96.86 
100  180  -1.60        0.69           89.94 
105  180  -2.98        0.50           77.04 
110  180  -3.42        0.45           61.74 
115  180  -2.72        0.53           52.82 
120  180  -1.53        0.70           52.85 
125  180  -0.23        0.95           57.70 
130  180  0.82        1.21           63.52 
135  180  1.35        1.36           88.33 
140  180  3.05        2.02           83.01 
145  180  2.84        1.92           89.96 
150  180  2.49        1.77           92.60 
155  180  1.60        1.45           98.28 
160  180  0.20        1.05           101.50 
165  180  -1.90        0.65           102.61 
170  180  -5.17        0.30           105.29 
175  180  -11.03        0.08           107.92 
180  180  -44.80        0.00           175.51 
0  185  -44.80        0.00           4.49 
5  185  -11.11        0.08           105.62 
10  185  -5.20        0.30           104.13 
15  185  -1.92        0.64           101.83 
20  185  0.19        1.04           100.90 
25  185  1.59        1.44           97.79 
30  185  2.49        1.77           92.18 
35  185  2.84        1.92           89.58 
40  185  3.06        2.02           82.66 
45  185  1.34        1.36           87.94 
50  185  0.84        1.21           63.15 
55  185  -0.20        0.95           57.34 
60  185  -1.49        0.71           52.50 
65  185  -2.68        0.54           52.47 
70  185  -3.39        0.46           61.40 
75  185  -2.96        0.51           76.76 
80  185  -1.59        0.69           89.76 
85  185  -0.36        0.92           96.78 
90  185  0.11        1.03           98.89 
95  185  -0.36        0.92           96.86 
100  185  -1.60        0.69           89.94 
105  185  -2.98        0.50           77.04 
110  185  -3.42        0.45           61.74 
115  185  -2.72        0.53           52.82 
120  185  -1.53        0.70           52.85 
125  185  -0.23        0.95           57.70 
130  185  0.82        1.21           63.52 
135  185  1.35        1.36           88.33 
140  185  3.05        2.02           83.01 
145  185  2.84        1.92           89.96 
150  185  2.49        1.77           92.60 
155  185  1.60        1.45           98.28 
160  185  0.20        1.05           101.50 
165  185  -1.90        0.65           102.61 
170  185  -5.17        0.30           105.29 
175  185  -11.03        0.08           107.92 
180  185  -44.80        0.00           175.51 
0  190  -44.80        0.00           4.49 
5  190  -11.11        0.08           105.62 
10  190  -5.20        0.30           104.13 
15  190  -1.92        0.64           101.83 
20  190  0.19        1.04           100.90 
25  190  1.59        1.44           97.79 
30  190  2.49        1.77           92.18 
35  190  2.84        1.92           89.58 
40  190  3.06        2.02           82.66 
45  190  1.34        1.36           87.94 
50  190  0.84        1.21           63.15 
55  190  -0.20        0.95           57.34 
60  190  -1.49        0.71           52.50 
65  190  -2.68        0.54           52.47 
70  190  -3.39        0.46           61.40 
75  190  -2.96        0.51           76.76 
80  190  -1.59        0.69           89.76 
85  190  -0.36        0.92           96.78 
90  190  0.11        1.03           98.89 
95  190  -0.36        0.92           96.86 
100  190  -1.60        0.69           89.94 
105  190  -2.98        0.50           77.04 
110  190  -3.42        0.45           61.74 
115  190  -2.72        0.53           52.82 
120  190  -1.53        0.70           52.85 
125  190  -0.23        0.95           57.70 
130  190  0.82        1.21           63.52 
135  190  1.35        1.36           88.33 
140  190  3.05        2.02           83.01 
145  190  2.84        1.92           89.96 
150  190  2.49        1.77           92.60 
155  190  1.60        1.45           98.28 
160  190  0.20        1.05           101.50 
165  190  -1.90        0.65           102.61 
170  190  -5.17        0.30           105.29 
175  190  -11.03        0.08           107.92 
180  190  -44.80        0.00           175.51 
0  195  -44.80        0.00           4.49 
5  195  -11.11        0.08           105.62 
10  195  -5.20        0.30           104.13 
15  195  -1.92        0.64           101.83 
20  195  0.19        1.04           100.90 
25  195  1.59        1.44           97.79 
30  195  2.49        1.77           92.18 
35  195  2.84        1.92           89.58 
40  195  3.06        2.02           82.66 
45  195  1.34        1.36           87.94 
50  195  0.84        1.21           63.15 
55  195  -0.20        0.95           57.34 
60  195  -1.49        0.71           52.50 
65  195  -2.68        0.54           52.47 
70  195  -3.39        0.46           61.40 
75  195  -2.96        0.51           76.76 
80  195  -1.59        0.69           89.76 
85  195  -0.36        0.92           96.78 
90  195  0.11        1.03           98.89 
95  195  -0.36        0.92           96.86 
100  195  -1.60        0.69           89.94 
105  195  -2.98        0.50           77.04 
110  195  -3.42        0.45           61.74 
115  195  -2.72        0.53           52.82 
120  195  -1.53        0.70           52.85 
125  195  -0.23        0.95           57.70 
130  195  0.82        1.21           63.52 
135  195  1.35        1.36           88.33 
140  195  3.05        2.02           83.01 
145  195  2.84        1.92           89.96 
150  195  2.49        1.77           92.60 
155  195  1.60        1.45           98.28 
160  195  0.20        1.05           101.50 
165  195  -1.90        0.65           102.61 
170  195  -5.17        0.30           105.29 
175  195  -11.03        0.08           107.92 
180  195  -44.80        0.00           175.51 
0  200  -44.80        0.00           4.49 
5  200  -11.11        0.08           105.62 
10  200  -5.20        0.30           104.13 
15  200  -1.92        0.64           101.83 
20  200  0.19        1.04           100.90 
25  200  1.59        1.44           97.79 
30  200  2.49        1.77           92.18 
35  200  2.84        1.92           89.58 
40  200  3.06        2.02           82.66 
45  200  1.34        1.36           87.94 
50  200  0.84        1.21           63.15 
55  200  -0.20        0.95           57.34 
60  200  -1.49        0.71           52.50 
65  200  -2.68        0.54           52.47 
70  200  -3.39        0.46           61.40 
75  200  -2.96        0.51           76.76 
80  200  -1.59        0.69           89.76 
85  200  -0.36        0.92           96.78 
90  200  0.11        1.03           98.89 
95  200  -0.36        0.92           96.86 
100  200  -1.60        0.69           89.94 
105  200  -2.98        0.50           77.04 
110  200  -3.42        0.45           61.74 
115  200  -2.72        0.53           52.82 
120  200  -1.53        0.70           52.85 
125  200  -0.23        0.95           57.70 
130  200  0.82        1.21           63.52 
135  200  1.35        1.36           88.33 
140  200  3.05        2.02           83.01 
145  200  2.84        1.92           89.96 
150  200  2.49        1.77           92.60 
155  200  1.60        1.45           98.28 
160  200  0.20        1.05           101.50 
165  200  -1.90        0.65           102.61 
170  200  -5.17        0.30           105.29 
175  200  -11.03        0.08           107.92 
180  200  -44.80        0.00           175.51 
0  205  -44.80        0.00           4.49 
5  205  -11.11        0.08           105.62 
10  205  -5.20        0.30           104.13 
15  205  -1.92        0.64           101.83 
20  205  0.19        1.04           100.90 
25  205  1.59        1.44           97.79 
30  205  2.49        1.77           92.18 
35  205  2.84        1.92           89.58 
40  205  3.06        2.02           82.66 
45  205  1.34        1.36           87.94 
50  205  0.84        1.21           63.15 
55  205  -0.20        0.95           57.34 
60  205  -1.49        0.71           52.50 
65  205  -2.68        0.54           52.47 
70  205  -3.39        0.46           61.40 
75  205  -2.96        0.51           76.76 
80  205  -1.59        0.69           89.76 
85  205  -0.36        0.92           96.78 
90  205  0.11        1.03           98.89 
95  205  -0.36        0.92           96.86 
100  205  -1.60        0.69           89.94 
105  205  -2.98        0.50           77.04 
110  205  -3.42        0.45           61.74 
115  205  -2.72        0.53           52.82 
120  205  -1.53        0.70           52.85 
125  205  -0.23        0.95           57.70 
130  205  0.82        1.21           63.52 
135  205  1.35        1.36           88.33 
140  205  3.05        2.02           83.01 
145  205  2.84        1.92           89.96 
150  205  2.49        1.77           92.60 
155  205  1.60        1.45           98.28 
160  205  0.20        1.05           101.50 
165  205  -1.90        0.65           102.61 
170  205  -5.17        0.30           105.29 
175  205  -11.03        0.08           107.92 
180  205  -44.80        0.00           175.51 
0  210  -44.80        0.00           4.49 
5  210  -11.11        0.08           105.62 
10  210  -5.20        0.30           104.13 
15  210  -1.92        0.64           101.83 
20  210  0.19        1.04           100.90 
25  210  1.59        1.44           97.79 
30  210  2.49        1.77           92.18 
35  210  2.84        1.92           89.58 
40  210  3.06        2.02           82.66 
45  210  1.34        1.36           87.94 
50  210  0.84        1.21           63.15 
55  210  -0.20        0.95           57.34 
60  210  -1.49        0.71           52.50 
65  210  -2.68        0.54           52.47 
70  210  -3.39        0.46           61.40 
75  210  -2.96        0.51           76.76 
80  210  -1.59        0.69           89.76 
85  210  -0.36        0.92           96.78 
90  210  0.11        1.03           98.89 
95  210  -0.36        0.92           96.86 
100  210  -1.60        0.69           89.94 
105  210  -2.98        0.50           77.04 
110  210  -3.42        0.45           61.74 
115  210  -2.72        0.53           52.82 
120  210  -1.53        0.70           52.85 
125  210  -0.23        0.95           57.70 
130  210  0.82        1.21           63.52 
